"year","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_support"
1992,"republican","George Bush",1992-07-08,17,118,TRUE,37.235944
1992,"republican","George Bush",1992-07-09,17,117,TRUE,36.224011
1992,"republican","George Bush",1992-07-10,17,116,TRUE,36.585816
1992,"republican","George Bush",1992-07-11,16,115,TRUE,36.6488765
1992,"republican","George Bush",1992-07-13,16,113,TRUE,36.559471
1992,"republican","George Bush",1992-07-14,16,112,TRUE,35.975119
1992,"republican","George Bush",1992-07-15,16,111,TRUE,35.846322
1992,"republican","George Bush",1992-07-16,16,110,TRUE,32.446439
1992,"republican","George Bush",1992-07-17,16,109,TRUE,30.278607
1992,"republican","George Bush",1992-07-18,15,108,TRUE,30.220426
1992,"republican","George Bush",1992-07-19,15,107,TRUE,29.815459
1992,"republican","George Bush",1992-07-23,15,103,TRUE,28.827675
1992,"republican","George Bush",1992-07-24,15,102,TRUE,29.7641735
1992,"republican","George Bush",1992-07-26,14,100,TRUE,30.1106191666667
1992,"republican","George Bush",1992-08-01,13,94,TRUE,30.01231375
1992,"republican","George Bush",1992-08-05,13,90,TRUE,30.773593
1992,"republican","George Bush",1992-08-07,13,88,TRUE,31.244087
1992,"republican","George Bush",1992-08-09,12,86,TRUE,32.861786
1992,"republican","George Bush",1992-08-11,12,84,TRUE,32.522829
1992,"republican","George Bush",1992-08-12,12,83,TRUE,31.9192765
1992,"republican","George Bush",1992-08-14,12,81,TRUE,32.5673546666667
1992,"republican","George Bush",1992-08-17,11,78,TRUE,33.284092
1992,"republican","George Bush",1992-08-18,11,77,TRUE,34.750076
1992,"republican","George Bush",1992-08-19,11,76,TRUE,37.083661
1992,"republican","George Bush",1992-08-20,11,75,FALSE,39.388669
1992,"republican","George Bush",1992-08-21,11,74,FALSE,40.578081
1992,"republican","George Bush",1992-08-23,10,72,FALSE,40.973292
1992,"republican","George Bush",1992-08-24,10,71,FALSE,40.5955356666667
1992,"republican","George Bush",1992-08-27,10,68,FALSE,41.861348
1992,"republican","George Bush",1992-08-28,10,67,FALSE,41.6915626666667
1992,"republican","George Bush",1992-08-30,9,65,FALSE,41.36549
1992,"republican","George Bush",1992-09-01,9,63,FALSE,41.731201
1992,"republican","George Bush",1992-09-02,9,62,FALSE,41.5178086666667
1992,"republican","George Bush",1992-09-05,8,59,FALSE,40.554369
1992,"republican","George Bush",1992-09-06,8,58,FALSE,41.0048995
1992,"republican","George Bush",1992-09-08,8,56,FALSE,40.946865
1992,"republican","George Bush",1992-09-09,8,55,FALSE,40.771292
1992,"republican","George Bush",1992-09-10,8,54,FALSE,40.720686
1992,"republican","George Bush",1992-09-11,8,53,FALSE,40.650993
1992,"republican","George Bush",1992-09-13,7,51,FALSE,39.3053645
1992,"republican","George Bush",1992-09-15,7,49,FALSE,39.004696
1992,"republican","George Bush",1992-09-16,7,48,FALSE,38.909078
1992,"republican","George Bush",1992-09-17,7,47,FALSE,38.829935
1992,"republican","George Bush",1992-09-20,6,44,FALSE,38.277098
1992,"republican","George Bush",1992-09-21,6,43,FALSE,37.914338
1992,"republican","George Bush",1992-09-22,6,42,FALSE,37.710277
1992,"republican","George Bush",1992-09-23,6,41,FALSE,36.981638
1992,"republican","George Bush",1992-09-24,6,40,FALSE,36.713552
1992,"republican","George Bush",1992-09-25,6,39,FALSE,36.7045215
1992,"republican","George Bush",1992-09-27,5,37,FALSE,36.663806
1992,"republican","George Bush",1992-09-28,5,36,FALSE,36.487485
1992,"republican","George Bush",1992-09-29,5,35,FALSE,36.291261
1992,"republican","George Bush",1992-09-30,5,34,FALSE,35.897577
1992,"republican","George Bush",1992-10-01,5,33,FALSE,35.621098
1992,"republican","George Bush",1992-10-02,5,32,FALSE,35.253946
1992,"republican","George Bush",1992-10-03,4,31,FALSE,35.250111
1992,"republican","George Bush",1992-10-04,4,30,FALSE,35.582969
1992,"republican","George Bush",1992-10-05,4,29,FALSE,35.594723
1992,"republican","George Bush",1992-10-06,4,28,FALSE,35.590129
1992,"republican","George Bush",1992-10-07,4,27,FALSE,35.440159
1992,"republican","George Bush",1992-10-08,4,26,FALSE,35.278443
1992,"republican","George Bush",1992-10-09,4,25,FALSE,35.2186815
1992,"republican","George Bush",1992-10-11,3,23,FALSE,35.018436
1992,"republican","George Bush",1992-10-12,3,22,FALSE,35.405617
1992,"republican","George Bush",1992-10-13,3,21,FALSE,34.824994
1992,"republican","George Bush",1992-10-14,3,20,FALSE,35.475278
1992,"republican","George Bush",1992-10-15,3,19,FALSE,34.973423
1992,"republican","George Bush",1992-10-16,3,18,FALSE,34.122238
1992,"republican","George Bush",1992-10-17,2,17,FALSE,34.123847
1992,"republican","George Bush",1992-10-18,2,16,FALSE,33.468803
1992,"republican","George Bush",1992-10-19,2,15,FALSE,33.167369
1992,"republican","George Bush",1992-10-20,2,14,FALSE,32.408242
1992,"republican","George Bush",1992-10-21,2,13,FALSE,32.412017
1992,"republican","George Bush",1992-10-22,2,12,FALSE,33.107383
1992,"republican","George Bush",1992-10-23,2,11,FALSE,33.129732
1992,"republican","George Bush",1992-10-24,1,10,FALSE,33.130291
1992,"republican","George Bush",1992-10-25,1,9,FALSE,33.073898
1992,"republican","George Bush",1992-10-26,1,8,FALSE,33.222566
1992,"republican","George Bush",1992-10-27,1,7,FALSE,33.685326
1992,"republican","George Bush",1992-10-28,1,6,FALSE,34.00939
1992,"republican","George Bush",1992-10-29,1,5,FALSE,34.401347
1992,"republican","George Bush",1992-10-30,1,4,FALSE,34.611604
1992,"republican","George Bush",1992-10-31,0,3,FALSE,34.727836
1992,"republican","George Bush",1992-11-01,0,2,FALSE,35.189058
1992,"republican","George Bush",1992-11-02,0,1,FALSE,35.376987
1996,"democrat","Bill Clinton",1996-02-29,36,250,TRUE,50.7975762
1996,"democrat","Bill Clinton",1996-03-05,35,245,TRUE,50.233135
1996,"democrat","Bill Clinton",1996-03-10,34,240,TRUE,49.689336
1996,"democrat","Bill Clinton",1996-03-11,34,239,TRUE,50.7364912
1996,"democrat","Bill Clinton",1996-03-16,33,234,TRUE,50.231869
1996,"democrat","Bill Clinton",1996-03-17,33,233,TRUE,49.3968231333333
1996,"democrat","Bill Clinton",1996-04-01,31,218,TRUE,47.683562
1996,"democrat","Bill Clinton",1996-04-02,31,217,TRUE,46.461734875
1996,"democrat","Bill Clinton",1996-04-10,30,209,TRUE,45.1236201666667
1996,"democrat","Bill Clinton",1996-04-16,29,203,TRUE,46.000896
1996,"democrat","Bill Clinton",1996-04-22,28,197,TRUE,47.6040286666667
1996,"democrat","Bill Clinton",1996-04-25,28,194,TRUE,49.143301
1996,"democrat","Bill Clinton",1996-04-26,28,193,TRUE,47.252183
1996,"democrat","Bill Clinton",1996-04-28,27,191,TRUE,47.1757076363636
1996,"democrat","Bill Clinton",1996-05-09,26,180,TRUE,46.5850833333333
1996,"democrat","Bill Clinton",1996-05-12,25,177,TRUE,46.077851
1996,"democrat","Bill Clinton",1996-05-14,25,175,TRUE,47.227807
1996,"democrat","Bill Clinton",1996-05-15,25,174,TRUE,48.487935
1996,"democrat","Bill Clinton",1996-05-16,25,173,TRUE,49.223004
1996,"democrat","Bill Clinton",1996-05-17,25,172,TRUE,49.4465308
1996,"democrat","Bill Clinton",1996-05-22,24,167,TRUE,50.126206
1996,"democrat","Bill Clinton",1996-05-23,24,166,TRUE,50.495167
1996,"democrat","Bill Clinton",1996-05-29,23,160,TRUE,50.479716
1996,"democrat","Bill Clinton",1996-05-31,23,158,TRUE,49.6067746666667
1996,"democrat","Bill Clinton",1996-06-03,22,155,TRUE,48.461817
1996,"democrat","Bill Clinton",1996-06-09,21,149,TRUE,49.169316
1996,"democrat","Bill Clinton",1996-06-10,21,148,TRUE,48.703265
1996,"democrat","Bill Clinton",1996-06-13,21,145,TRUE,48.35823
1996,"democrat","Bill Clinton",1996-06-18,20,140,TRUE,49.20004
1996,"democrat","Bill Clinton",1996-06-19,20,139,TRUE,48.879306
1996,"democrat","Bill Clinton",1996-06-23,19,135,TRUE,48.4597755
1996,"democrat","Bill Clinton",1996-06-25,19,133,TRUE,47.7530233333333
1996,"democrat","Bill Clinton",1996-06-28,19,130,TRUE,47.5907305
1996,"democrat","Bill Clinton",1996-06-30,18,128,TRUE,47.6328923636364
1996,"democrat","Bill Clinton",1996-07-11,17,117,TRUE,46.626252
1996,"democrat","Bill Clinton",1996-07-12,17,116,TRUE,47.1043985
1996,"democrat","Bill Clinton",1996-07-14,16,114,TRUE,48.0055995
1996,"democrat","Bill Clinton",1996-07-16,16,112,TRUE,47.756552
1996,"democrat","Bill Clinton",1996-07-17,16,111,TRUE,48.0762465
1996,"democrat","Bill Clinton",1996-07-21,15,107,TRUE,47.6603826
1996,"democrat","Bill Clinton",1996-07-26,15,102,TRUE,47.146441
1996,"democrat","Bill Clinton",1996-07-28,14,100,TRUE,46.401968
1996,"democrat","Bill Clinton",1996-07-30,14,98,TRUE,47.4319378333333
1996,"democrat","Bill Clinton",1996-08-05,13,92,TRUE,48.471739
1996,"democrat","Bill Clinton",1996-08-06,13,91,TRUE,46.642347
1996,"democrat","Bill Clinton",1996-08-07,13,90,TRUE,46.819293
1996,"democrat","Bill Clinton",1996-08-08,13,89,TRUE,46.410425
1996,"democrat","Bill Clinton",1996-08-09,13,88,TRUE,46.9256775
1996,"democrat","Bill Clinton",1996-08-11,12,86,TRUE,46.936411
1996,"democrat","Bill Clinton",1996-08-12,12,85,TRUE,46.894206
1996,"democrat","Bill Clinton",1996-08-13,12,84,TRUE,46.297888
1996,"democrat","Bill Clinton",1996-08-14,12,83,TRUE,47.061123
1996,"democrat","Bill Clinton",1996-08-15,12,82,TRUE,46.711839
1996,"democrat","Bill Clinton",1996-08-16,12,81,TRUE,46.770778
1996,"democrat","Bill Clinton",1996-08-18,11,79,TRUE,45.769017
1996,"democrat","Bill Clinton",1996-08-19,11,78,TRUE,46.185015
1996,"democrat","Bill Clinton",1996-08-20,11,77,TRUE,45.639203
1996,"democrat","Bill Clinton",1996-08-21,11,76,TRUE,43.642998
1996,"democrat","Bill Clinton",1996-08-22,11,75,TRUE,43.670066
1996,"democrat","Bill Clinton",1996-08-23,11,74,TRUE,44.500465
1996,"democrat","Bill Clinton",1996-08-25,10,72,TRUE,44.71346
1996,"democrat","Bill Clinton",1996-08-26,10,71,TRUE,44.889912
1996,"democrat","Bill Clinton",1996-08-27,10,70,TRUE,45.720314
1996,"democrat","Bill Clinton",1996-08-28,10,69,TRUE,46.293103
1996,"democrat","Bill Clinton",1996-08-29,10,68,FALSE,47.892064
1996,"democrat","Bill Clinton",1996-09-01,9,65,FALSE,49.0736766666667
1996,"democrat","Bill Clinton",1996-09-04,9,62,FALSE,49.292053
1996,"democrat","Bill Clinton",1996-09-05,9,61,FALSE,49.352682
1996,"democrat","Bill Clinton",1996-09-06,9,60,FALSE,49.874324
1996,"democrat","Bill Clinton",1996-09-07,8,59,FALSE,50.040109
1996,"democrat","Bill Clinton",1996-09-08,8,58,FALSE,50.262387
1996,"democrat","Bill Clinton",1996-09-09,8,57,FALSE,50.471022
1996,"democrat","Bill Clinton",1996-09-10,8,56,FALSE,50.632859
1996,"democrat","Bill Clinton",1996-09-11,8,55,FALSE,50.750401
1996,"democrat","Bill Clinton",1996-09-12,8,54,FALSE,50.926102
1996,"democrat","Bill Clinton",1996-09-14,7,52,FALSE,51.026272
1996,"democrat","Bill Clinton",1996-09-15,7,51,FALSE,50.708132
1996,"democrat","Bill Clinton",1996-09-16,7,50,FALSE,50.651606
1996,"democrat","Bill Clinton",1996-09-17,7,49,FALSE,50.973582
1996,"democrat","Bill Clinton",1996-09-18,7,48,FALSE,51.042865
1996,"democrat","Bill Clinton",1996-09-19,7,47,FALSE,51.130203
1996,"democrat","Bill Clinton",1996-09-20,7,46,FALSE,51.096649
1996,"democrat","Bill Clinton",1996-09-21,6,45,FALSE,51.137259
1996,"democrat","Bill Clinton",1996-09-22,6,44,FALSE,51.005592
1996,"democrat","Bill Clinton",1996-09-23,6,43,FALSE,51.045962
1996,"democrat","Bill Clinton",1996-09-24,6,42,FALSE,51.096042
1996,"democrat","Bill Clinton",1996-09-25,6,41,FALSE,51.042871
1996,"democrat","Bill Clinton",1996-09-26,6,40,FALSE,51.071949
1996,"democrat","Bill Clinton",1996-09-27,6,39,FALSE,50.913607
1996,"democrat","Bill Clinton",1996-09-28,5,38,FALSE,50.734129
1996,"democrat","Bill Clinton",1996-09-29,5,37,FALSE,50.428952
1996,"democrat","Bill Clinton",1996-09-30,5,36,FALSE,50.719485
1996,"democrat","Bill Clinton",1996-10-01,5,35,FALSE,50.608578
1996,"democrat","Bill Clinton",1996-10-02,5,34,FALSE,50.622081
1996,"democrat","Bill Clinton",1996-10-03,5,33,FALSE,50.759091
1996,"democrat","Bill Clinton",1996-10-04,5,32,FALSE,50.712177
1996,"democrat","Bill Clinton",1996-10-05,4,31,FALSE,50.578339
1996,"democrat","Bill Clinton",1996-10-06,4,30,FALSE,50.475712
1996,"democrat","Bill Clinton",1996-10-07,4,29,FALSE,49.892923
1996,"democrat","Bill Clinton",1996-10-08,4,28,FALSE,50.669552
1996,"democrat","Bill Clinton",1996-10-09,4,27,FALSE,50.065417
1996,"democrat","Bill Clinton",1996-10-10,4,26,FALSE,49.546626
1996,"democrat","Bill Clinton",1996-10-11,4,25,FALSE,49.9184
1996,"democrat","Bill Clinton",1996-10-12,3,24,FALSE,49.961226
1996,"democrat","Bill Clinton",1996-10-13,3,23,FALSE,50.095891
1996,"democrat","Bill Clinton",1996-10-14,3,22,FALSE,50.066582
1996,"democrat","Bill Clinton",1996-10-15,3,21,FALSE,50.03074
1996,"democrat","Bill Clinton",1996-10-16,3,20,FALSE,49.996338
1996,"democrat","Bill Clinton",1996-10-17,3,19,FALSE,50.311747
1996,"democrat","Bill Clinton",1996-10-18,3,18,FALSE,49.799678
1996,"democrat","Bill Clinton",1996-10-19,2,17,FALSE,49.886354
1996,"democrat","Bill Clinton",1996-10-20,2,16,FALSE,50.488646
1996,"democrat","Bill Clinton",1996-10-21,2,15,FALSE,50.394765
1996,"democrat","Bill Clinton",1996-10-22,2,14,FALSE,50.51407
1996,"democrat","Bill Clinton",1996-10-23,2,13,FALSE,50.688515
1996,"democrat","Bill Clinton",1996-10-24,2,12,FALSE,50.616655
1996,"democrat","Bill Clinton",1996-10-25,2,11,FALSE,50.545089
1996,"democrat","Bill Clinton",1996-10-26,1,10,FALSE,50.597211
1996,"democrat","Bill Clinton",1996-10-27,1,9,FALSE,50.967289
1996,"democrat","Bill Clinton",1996-10-28,1,8,FALSE,50.954256
1996,"democrat","Bill Clinton",1996-10-29,1,7,FALSE,50.39878
1996,"democrat","Bill Clinton",1996-10-30,1,6,FALSE,50.386012
1996,"democrat","Bill Clinton",1996-10-31,1,5,FALSE,50.284964
1996,"democrat","Bill Clinton",1996-11-01,1,4,FALSE,50.125468
1996,"democrat","Bill Clinton",1996-11-02,0,3,FALSE,49.898307
1996,"democrat","Bill Clinton",1996-11-03,0,2,FALSE,49.765499
1996,"democrat","Bill Clinton",1996-11-04,0,1,FALSE,49.651302
1996,"democrat","Bill Clinton",1996-11-05,0,0,FALSE,49.616052
1996,"republican","Bob Dole",1996-02-29,36,250,TRUE,39.4101002
1996,"republican","Bob Dole",1996-03-05,35,245,TRUE,37.9895878
1996,"republican","Bob Dole",1996-03-10,34,240,TRUE,37.148941
1996,"republican","Bob Dole",1996-03-11,34,239,TRUE,37.6887436
1996,"republican","Bob Dole",1996-03-16,33,234,TRUE,37.938049
1996,"republican","Bob Dole",1996-03-17,33,233,TRUE,38.8304178666667
1996,"republican","Bob Dole",1996-04-01,31,218,TRUE,38.002779
1996,"republican","Bob Dole",1996-04-02,31,217,TRUE,37.629250875
1996,"republican","Bob Dole",1996-04-10,30,209,TRUE,36.5409568333333
1996,"republican","Bob Dole",1996-04-16,29,203,TRUE,37.423926
1996,"republican","Bob Dole",1996-04-22,28,197,TRUE,37.3348943333333
1996,"republican","Bob Dole",1996-04-25,28,194,TRUE,38.321169
1996,"republican","Bob Dole",1996-04-26,28,193,TRUE,36.215258
1996,"republican","Bob Dole",1996-04-28,27,191,TRUE,35.8185611818182
1996,"republican","Bob Dole",1996-05-09,26,180,TRUE,35.576771
1996,"republican","Bob Dole",1996-05-12,25,177,TRUE,34.550706
1996,"republican","Bob Dole",1996-05-14,25,175,TRUE,34.579692
1996,"republican","Bob Dole",1996-05-15,25,174,TRUE,36.029285
1996,"republican","Bob Dole",1996-05-16,25,173,TRUE,36.18067
1996,"republican","Bob Dole",1996-05-17,25,172,TRUE,36.0588536
1996,"republican","Bob Dole",1996-05-22,24,167,TRUE,35.120223
1996,"republican","Bob Dole",1996-05-23,24,166,TRUE,35.226057
1996,"republican","Bob Dole",1996-05-29,23,160,TRUE,34.892454
1996,"republican","Bob Dole",1996-05-31,23,158,TRUE,34.4539943333333
1996,"republican","Bob Dole",1996-06-03,22,155,TRUE,34.5552343333333
1996,"republican","Bob Dole",1996-06-09,21,149,TRUE,35.503756
1996,"republican","Bob Dole",1996-06-10,21,148,TRUE,35.192279
1996,"republican","Bob Dole",1996-06-13,21,145,TRUE,36.8415366
1996,"republican","Bob Dole",1996-06-18,20,140,TRUE,37.291744
1996,"republican","Bob Dole",1996-06-19,20,139,TRUE,37.111328
1996,"republican","Bob Dole",1996-06-23,19,135,TRUE,36.140706
1996,"republican","Bob Dole",1996-06-25,19,133,TRUE,35.7643343333333
1996,"republican","Bob Dole",1996-06-28,19,130,TRUE,35.431075
1996,"republican","Bob Dole",1996-06-30,18,128,TRUE,35.817858
1996,"republican","Bob Dole",1996-07-11,17,117,TRUE,35.244631
1996,"republican","Bob Dole",1996-07-12,17,116,TRUE,34.5550675
1996,"republican","Bob Dole",1996-07-14,16,114,TRUE,33.4583815
1996,"republican","Bob Dole",1996-07-16,16,112,TRUE,33.343349
1996,"republican","Bob Dole",1996-07-17,16,111,TRUE,33.50392475
1996,"republican","Bob Dole",1996-07-21,15,107,TRUE,32.8744054
1996,"republican","Bob Dole",1996-07-26,15,102,TRUE,31.949157
1996,"republican","Bob Dole",1996-07-28,14,100,TRUE,32.207215
1996,"republican","Bob Dole",1996-07-30,14,98,TRUE,32.3466191666667
1996,"republican","Bob Dole",1996-08-05,13,92,TRUE,32.291429
1996,"republican","Bob Dole",1996-08-06,13,91,TRUE,30.705102
1996,"republican","Bob Dole",1996-08-07,13,90,TRUE,30.390651
1996,"republican","Bob Dole",1996-08-08,13,89,TRUE,30.475722
1996,"republican","Bob Dole",1996-08-09,13,88,TRUE,31.2276635
1996,"republican","Bob Dole",1996-08-11,12,86,TRUE,31.660901
1996,"republican","Bob Dole",1996-08-12,12,85,TRUE,32.289213
1996,"republican","Bob Dole",1996-08-13,12,84,TRUE,34.232578
1996,"republican","Bob Dole",1996-08-14,12,83,TRUE,36.20894
1996,"republican","Bob Dole",1996-08-15,12,82,FALSE,37.627314
1996,"republican","Bob Dole",1996-08-16,12,81,FALSE,39.888346
1996,"republican","Bob Dole",1996-08-18,11,79,FALSE,39.685881
1996,"republican","Bob Dole",1996-08-19,11,78,FALSE,39.946964
1996,"republican","Bob Dole",1996-08-20,11,77,FALSE,40.09925
1996,"republican","Bob Dole",1996-08-21,11,76,FALSE,39.106951
1996,"republican","Bob Dole",1996-08-22,11,75,FALSE,38.587327
1996,"republican","Bob Dole",1996-08-23,11,74,FALSE,39.3231575
1996,"republican","Bob Dole",1996-08-25,10,72,FALSE,39.412724
1996,"republican","Bob Dole",1996-08-26,10,71,FALSE,39.463929
1996,"republican","Bob Dole",1996-08-27,10,70,FALSE,39.060585
1996,"republican","Bob Dole",1996-08-28,10,69,FALSE,38.577577
1996,"republican","Bob Dole",1996-08-29,10,68,FALSE,37.064335
1996,"republican","Bob Dole",1996-09-01,9,65,FALSE,36.027713
1996,"republican","Bob Dole",1996-09-04,9,62,FALSE,36.421856
1996,"republican","Bob Dole",1996-09-05,9,61,FALSE,35.91838
1996,"republican","Bob Dole",1996-09-06,9,60,FALSE,35.798574
1996,"republican","Bob Dole",1996-09-08,8,58,FALSE,35.735666
1996,"republican","Bob Dole",1996-09-09,8,57,FALSE,35.576313
1996,"republican","Bob Dole",1996-09-10,8,56,FALSE,35.4344
1996,"republican","Bob Dole",1996-09-11,8,55,FALSE,35.366521
1996,"republican","Bob Dole",1996-09-12,8,54,FALSE,35.390119
1996,"republican","Bob Dole",1996-09-14,7,52,FALSE,35.324435
1996,"republican","Bob Dole",1996-09-15,7,51,FALSE,35.488046
1996,"republican","Bob Dole",1996-09-16,7,50,FALSE,35.490465
1996,"republican","Bob Dole",1996-09-17,7,49,FALSE,36.596473
1996,"republican","Bob Dole",1996-09-18,7,48,FALSE,36.630929
1996,"republican","Bob Dole",1996-09-19,7,47,FALSE,36.645146
1996,"republican","Bob Dole",1996-09-20,7,46,FALSE,36.414029
1996,"republican","Bob Dole",1996-09-21,6,45,FALSE,36.564501
1996,"republican","Bob Dole",1996-09-22,6,44,FALSE,36.773228
1996,"republican","Bob Dole",1996-09-23,6,43,FALSE,36.77563
1996,"republican","Bob Dole",1996-09-24,6,42,FALSE,36.756828
1996,"republican","Bob Dole",1996-09-25,6,41,FALSE,36.77212
1996,"republican","Bob Dole",1996-09-26,6,40,FALSE,36.827555
1996,"republican","Bob Dole",1996-09-27,6,39,FALSE,36.934239
1996,"republican","Bob Dole",1996-09-28,5,38,FALSE,37.04656
1996,"republican","Bob Dole",1996-09-29,5,37,FALSE,36.554702
1996,"republican","Bob Dole",1996-09-30,5,36,FALSE,36.216372
1996,"republican","Bob Dole",1996-10-01,5,35,FALSE,36.140434
1996,"republican","Bob Dole",1996-10-02,5,34,FALSE,36.047616
1996,"republican","Bob Dole",1996-10-03,5,33,FALSE,35.728793
1996,"republican","Bob Dole",1996-10-04,5,32,FALSE,35.68217
1996,"republican","Bob Dole",1996-10-05,4,31,FALSE,35.687548
1996,"republican","Bob Dole",1996-10-06,4,30,FALSE,35.618377
1996,"republican","Bob Dole",1996-10-07,4,29,FALSE,35.36963
1996,"republican","Bob Dole",1996-10-08,4,28,FALSE,35.917176
1996,"republican","Bob Dole",1996-10-09,4,27,FALSE,35.97081
1996,"republican","Bob Dole",1996-10-10,4,26,FALSE,35.970916
1996,"republican","Bob Dole",1996-10-11,4,25,FALSE,35.616618
1996,"republican","Bob Dole",1996-10-12,3,24,FALSE,35.491569
1996,"republican","Bob Dole",1996-10-13,3,23,FALSE,35.733135
1996,"republican","Bob Dole",1996-10-14,3,22,FALSE,35.777329
1996,"republican","Bob Dole",1996-10-15,3,21,FALSE,35.886903
1996,"republican","Bob Dole",1996-10-16,3,20,FALSE,36.054573
1996,"republican","Bob Dole",1996-10-17,3,19,FALSE,36.073468
1996,"republican","Bob Dole",1996-10-18,3,18,FALSE,35.646779
1996,"republican","Bob Dole",1996-10-19,2,17,FALSE,35.840261
1996,"republican","Bob Dole",1996-10-20,2,16,FALSE,35.615885
1996,"republican","Bob Dole",1996-10-21,2,15,FALSE,35.651165
1996,"republican","Bob Dole",1996-10-22,2,14,FALSE,36.106518
1996,"republican","Bob Dole",1996-10-23,2,13,FALSE,36.235596
1996,"republican","Bob Dole",1996-10-24,2,12,FALSE,36.265367
1996,"republican","Bob Dole",1996-10-25,2,11,FALSE,36.311989
1996,"republican","Bob Dole",1996-10-26,1,10,FALSE,36.291795
1996,"republican","Bob Dole",1996-10-27,1,9,FALSE,36.037661
1996,"republican","Bob Dole",1996-10-28,1,8,FALSE,35.93864
1996,"republican","Bob Dole",1996-10-29,1,7,FALSE,35.756565
1996,"republican","Bob Dole",1996-10-30,1,6,FALSE,35.677759
1996,"republican","Bob Dole",1996-10-31,1,5,FALSE,35.735224
1996,"republican","Bob Dole",1996-11-01,1,4,FALSE,35.871217
1996,"republican","Bob Dole",1996-11-02,0,3,FALSE,36.068797
1996,"republican","Bob Dole",1996-11-03,0,2,FALSE,36.550688
1996,"republican","Bob Dole",1996-11-04,0,1,FALSE,36.633899
1996,"republican","Bob Dole",1996-11-05,0,0,FALSE,36.763277
2000,"democrat","Al Gore",2000-02-27,36,254,TRUE,42.9606343333333
2000,"democrat","Al Gore",2000-03-05,35,247,TRUE,43.3051693333333
2000,"democrat","Al Gore",2000-03-08,35,244,TRUE,42.699338
2000,"democrat","Al Gore",2000-03-09,35,243,TRUE,44.074208
2000,"democrat","Al Gore",2000-03-10,35,242,TRUE,43.887505
2000,"democrat","Al Gore",2000-03-11,34,241,TRUE,44.439554
2000,"democrat","Al Gore",2000-03-12,34,240,TRUE,44.096046
2000,"democrat","Al Gore",2000-03-13,34,239,TRUE,44.0765993333333
2000,"democrat","Al Gore",2000-03-16,34,236,TRUE,44.7729343333333
2000,"democrat","Al Gore",2000-03-19,33,233,TRUE,44.435377
2000,"democrat","Al Gore",2000-03-21,33,231,TRUE,44.0891655
2000,"democrat","Al Gore",2000-03-23,33,229,TRUE,43.7285332
2000,"democrat","Al Gore",2000-03-24,33,228,TRUE,43.700309
2000,"democrat","Al Gore",2000-04-02,31,219,TRUE,44.229996
2000,"democrat","Al Gore",2000-04-04,31,217,TRUE,43.5791
2000,"democrat","Al Gore",2000-04-05,31,216,TRUE,43.753276
2000,"democrat","Al Gore",2000-04-06,31,215,TRUE,42.999717
2000,"democrat","Al Gore",2000-04-07,31,214,TRUE,43.189588
2000,"democrat","Al Gore",2000-04-09,30,212,TRUE,42.3050676
2000,"democrat","Al Gore",2000-04-14,30,207,TRUE,41.9966726666667
2000,"democrat","Al Gore",2000-04-17,29,204,TRUE,41.838082
2000,"democrat","Al Gore",2000-04-18,29,203,TRUE,40.4344527777778
2000,"democrat","Al Gore",2000-04-27,28,194,TRUE,38.09928
2000,"democrat","Al Gore",2000-04-30,27,191,TRUE,38.205219
2000,"democrat","Al Gore",2000-05-01,27,190,TRUE,38.0230676666667
2000,"democrat","Al Gore",2000-05-07,26,184,TRUE,38.2844256666667
2000,"democrat","Al Gore",2000-05-10,26,181,TRUE,37.979057
2000,"democrat","Al Gore",2000-05-11,26,180,TRUE,37.629209
2000,"democrat","Al Gore",2000-05-13,25,178,TRUE,38.256549
2000,"democrat","Al Gore",2000-05-16,25,175,TRUE,38.9239145
2000,"democrat","Al Gore",2000-05-24,24,167,TRUE,39.097754
2000,"democrat","Al Gore",2000-05-25,24,166,TRUE,39.105124875
2000,"democrat","Al Gore",2000-06-02,23,158,TRUE,40.2747843333333
2000,"democrat","Al Gore",2000-06-05,22,155,TRUE,39.824342
2000,"democrat","Al Gore",2000-06-07,22,153,TRUE,39.913581
2000,"democrat","Al Gore",2000-06-08,22,152,TRUE,39.2395486666667
2000,"democrat","Al Gore",2000-06-11,21,149,TRUE,39.5165475
2000,"democrat","Al Gore",2000-06-13,21,147,TRUE,39.7520952
2000,"democrat","Al Gore",2000-06-18,20,142,TRUE,39.5034315
2000,"democrat","Al Gore",2000-06-20,20,140,TRUE,39.0576005
2000,"democrat","Al Gore",2000-06-21,20,139,TRUE,39.047414
2000,"democrat","Al Gore",2000-06-23,20,137,TRUE,39.432662
2000,"democrat","Al Gore",2000-06-25,19,135,TRUE,39.212533
2000,"democrat","Al Gore",2000-06-29,19,131,TRUE,39.0987899
2000,"democrat","Al Gore",2000-07-09,17,121,TRUE,38.932975
2000,"democrat","Al Gore",2000-07-10,17,120,TRUE,38.718302
2000,"democrat","Al Gore",2000-07-13,17,117,TRUE,38.942201
2000,"democrat","Al Gore",2000-07-16,16,114,TRUE,39.020486
2000,"democrat","Al Gore",2000-07-17,16,113,TRUE,38.8544378333333
2000,"democrat","Al Gore",2000-07-23,15,107,TRUE,38.692295
2000,"democrat","Al Gore",2000-07-24,15,106,TRUE,38.776313
2000,"democrat","Al Gore",2000-07-26,15,104,TRUE,38.723015125
