state,year,total,D,R,R_pv2p,D_pv2p
Oklahoma,2000,1234229,474276,744337,61.08067122211892,38.919328777881084
Oklahoma,2004,1463758,503966,959792,65.57040166475606,34.42959833524394
Oklahoma,2008,1462661,502496,960165,65.64508112269351,34.3549188773065
Oklahoma,2012,1334872,443547,891325,66.77231974301657,33.22768025698344
Oklahoma,2016,1452992,420375,949136,69.30473723832813,30.695262761671867
Oregon,1976,1029876,490407,492120,50.08717317692033,49.91282682307967
Oregon,1980,1181516,456890,571044,55.55259384357362,44.44740615642638
Oregon,1984,1226527,536479,685700,56.104711339337364,43.89528866066264
Oregon,1988,1201694,616206,560126,47.61631920240204,52.383680797597954
Oregon,1992,1462643,621314,475757,43.36610848340718,56.63389151659282
Oregon,1996,1377760,649641,538152,45.30688428034178,54.69311571965822
Oregon,2000,1533950,720342,713577,49.764108014469436,50.235891985530564
Oregon,2004,1836782,943163,866831,47.891374225549924,52.108625774450076
Oregon,2008,1827864,1037291,738475,41.58627882277282,58.41372117722719
Oregon,2012,1789270,970488,754175,43.72883282125262,56.27116717874738
Oregon,2016,2001336,1002106,782403,43.844161054945644,56.155838945054356
Pennsylvania,1976,4620787,2328677,2205604,48.6428609078264,51.3571390921736
Pennsylvania,1980,4561501,1937540,2261872,53.86163586711663,46.13836413288336
Pennsylvania,1984,4844903,2228131,2584323,53.70073147712166,46.29926852287835
Pennsylvania,1988,4536251,2194944,2300087,51.16954699533775,48.83045300466226
Pennsylvania,1992,4959810,2239164,1791841,44.451470538984694,55.548529461015306
Pennsylvania,1996,4501307,2215819,1801169,44.83879463916745,55.16120536083255
Pennsylvania,2000,4912185,2485967,2281127,47.85152128319685,52.14847871680315
Pennsylvania,2004,5769590,2938095,2793847,48.74171790293761,51.25828209706239
Pennsylvania,2008,6013272,3276363,2655885,44.77029618451555,55.229703815484456
Pennsylvania,2012,5742040,2990274,2680434,47.26806599810817,52.73193400189182
Pennsylvania,2016,6115402,2926441,2970733,50.37553580749017,49.62446419250984
Rhode Island,1976,410584,227636,181249,44.32762268119398,55.67237731880602
Rhode Island,1980,415967,198342,154793,43.833944525464766,56.166055474535234
Rhode Island,1984,410489,197106,212080,51.82973024492529,48.170269755074706
Rhode Island,1988,404622,225123,177761,44.12212944668937,55.87787055331063
Rhode Island,1992,453365,213299,131601,38.15627718179183,61.84372281820818
Rhode Island,1996,390247,233050,104683,30.99578661250159,69.0042133874984
Rhode Island,2000,409112,249508,130555,34.350883932400684,65.64911606759932
Rhode Island,2004,437134,259760,169046,39.42248942412186,60.57751057587814
Rhode Island,2008,471766,296571,165391,35.801862490854226,64.19813750914577
Rhode Island,2012,446049,279677,157204,35.98325402111788,64.01674597888211
Rhode Island,2016,464144,252525,180543,41.68929590734018,58.31070409265982
South Carolina,1976,802583,450807,346149,43.433890955084095,56.566109044915905
South Carolina,1980,888258,428220,439277,50.63729327017845,49.36270672982154
South Carolina,1984,968529,344459,615539,64.11877941412378,35.88122058587622
South Carolina,1988,986009,370554,606443,62.072145564418314,37.927854435581686
South Carolina,1992,1228912,525514,577507,52.35684542724029,47.64315457275972
South Carolina,1996,1150182,506152,573339,53.111975921985454,46.888024078014546
South Carolina,2000,1383902,566037,786892,58.162106067650264,41.83789393234974
South Carolina,2004,1617700,661669,937974,58.636458259749205,41.363541740250795
South Carolina,2008,1920969,862449,1034896,54.54442918920913,45.45557081079087
South Carolina,2012,1964118,865941,1071645,55.30825470456537,44.69174529543463
South Carolina,2016,2103027,855373,1155389,57.46025636052402,42.53974363947598
South Dakota,1976,300678,147068,151505,50.74303436680477,49.25696563319523
South Dakota,1980,327703,103855,198343,65.63345885809966,34.36654114190034
South Dakota,1984,317867,116113,200267,63.29951324356786,36.70048675643214
South Dakota,1988,312991,145560,165415,53.19237880858589,46.8076211914141
South Dakota,1992,336254,124888,136718,52.26103376833865,47.73896623166135
South Dakota,1996,323826,139333,150543,51.93358539513447,48.06641460486553
South Dakota,2000,316269,118804,190700,61.61471257237386,38.38528742762614
South Dakota,2004,388215,149244,232584,60.91329080109369,39.08670919890632
South Dakota,2008,381975,170924,203054,54.295707234115376,45.704292765884624
South Dakota,2012,363815,145039,210610,59.21849913819525,40.78150086180476
South Dakota,2016,370093,117458,227721,65.97185807943126,34.02814192056875
Tennessee,1976,1476346,825879,633969,43.42705541946833,56.57294458053167
Tennessee,1980,1617616,783051,787761,50.149922460485406,49.850077539514594
Tennessee,1984,1711993,711714,990212,58.181848094452995,41.818151905547005
Tennessee,1988,1636250,679794,947233,58.218640501970775,41.78135949802923
Tennessee,1992,1982638,933521,841300,47.40196335292404,52.598036647075965
Tennessee,1996,1894105,909146,863530,48.713357658139444,51.286642341860556
Tennessee,2000,2076181,981720,1061949,51.96286678517901,48.03713321482099
Tennessee,2004,2437319,1036477,1384375,57.18544545474072,42.81455454525927
Tennessee,2008,2599749,1087437,1479178,57.63147180235446,42.36852819764554
Tennessee,2012,2458577,960709,1462330,60.35107152629404,39.64892847370595
Tennessee,2016,2508027,870695,1522925,63.62434304526199,36.37565695473801
Texas,1976,4071884,2082319,1953300,48.401496771622895,51.59850322837711
Texas,1980,4541636,1881147,2510705,57.167340793815455,42.832659206184545
Texas,1984,5397571,1949276,3433428,63.78630517301341,36.21369482698659
Texas,1988,5427410,2352748,3036829,56.34633293113727,43.65366706886273
Texas,1992,6154018,2281815,2496071,52.2421631658855,47.75783683411451
Texas,1996,5611644,2459683,2736167,52.660623382122274,47.33937661787773
Texas,2000,6407637,2433746,3799639,60.95627014856294,39.04372985143706
Texas,2004,7410749,2832704,4526917,61.51019189710992,38.48980810289008
Texas,2008,8077795,3528633,4479328,55.93593675094072,44.06406324905928
Texas,2012,7993851,3308124,4569843,58.00789721510638,41.99210278489362
Texas,2016,8969226,3877868,4685047,54.71322557797199,45.28677442202802
Utah,1976,541218,182110,337908,64.98005838259445,35.01994161740555
Utah,1980,604152,124266,439687,77.96518504201592,22.034814957984086
Utah,1984,629656,155369,469105,75.12002100968175,24.879978990318254
Utah,1988,647008,207343,428442,67.38787483190072,32.612125168099276
Utah,1992,743998,183429,322632,63.75357911398033,36.24642088601967
Utah,1996,665629,221633,361911,62.019487819256135,37.98051218074387
Utah,2000,770754,203053,515096,71.72550543132414,28.274494568675863
Utah,2004,927844,241199,663742,73.34643916012205,26.65356083987796
Utah,2008,952370,327670,596030,64.52636137274007,35.47363862725994
Utah,2012,1017440,251813,740600,74.62618889514748,25.373811104852518
Utah,2016,1131317,310674,515211,62.382898345411284,37.617101654588716
Vermont,1976,183902,77798,100387,56.33863681005696,43.66136318994304
Vermont,1980,213299,81952,94628,53.589307962396646,46.410692037603354
Vermont,1984,234561,95730,135865,58.664910727779095,41.335089272220905
Vermont,1988,243328,115775,124331,51.781713076724444,48.218286923275556
Vermont,1992,289701,133592,88122,39.745798641493096,60.25420135850691
Vermont,1996,258449,137894,80352,36.81716961593798,63.182830384062015
Vermont,2000,294308,149022,119775,44.5596491032266,55.4403508967734
Vermont,2004,312309,184067,121180,39.69899786074883,60.30100213925116
Vermont,2008,325046,219262,98974,31.1008182606619,68.8991817393381
Vermont,2012,299290,199239,92698,31.752741173609373,68.24725882639062
Vermont,2016,320467,178573,95369,34.81357367617963,65.18642632382037
Virginia,1976,1697094,813896,836554,50.686418855463664,49.313581144536336
Virginia,1980,1866032,752174,989609,56.815860529124464,43.18413947087553
Virginia,1984,2146635,796250,1337078,62.67568793921985,37.32431206078015
Virginia,1988,2191609,859799,1309162,60.35894605758241,39.64105394241759
Virginia,1992,2559129,1038650,1150517,52.55501293414344,47.44498706585656
Virginia,1996,2416642,1091060,1138350,51.060594507066895,48.939405492933105
Virginia,2000,2739447,1217290,1437490,54.147236305833246,45.85276369416675
Virginia,2004,3195415,1454742,1716959,54.13369671353006,45.866303286469936
Virginia,2008,3723260,1959532,1725005,46.81741559387245,53.18258440612755
Virginia,2012,3854489,1971820,1822522,48.03262331123552,51.967376688764475
Virginia,2016,3982752,1981473,1769443,47.1736237228453,52.826376277154694
Washington,1976,1555534,717323,777732,52.020293567795164,47.979706432204836
Washington,1980,1742394,650193,865244,57.0953460948888,42.9046539051112
Washington,1984,1874910,798352,1051670,56.84635101636629,43.15364898363371
Washington,1988,1865253,933516,903835,49.19228824541418,50.80771175458582
Washington,1992,2287565,993037,731234,42.40829892748877,57.59170107251123
Washington,1996,2253837,1123323,840712,42.80534715521872,57.19465284478128
Washington,2000,2487433,1247652,1108864,47.055228990594586,52.944771009405414
Washington,2004,2859084,1510201,1304894,46.353462316547045,53.646537683452955
Washington,2008,3036878,1750848,1229216,41.24797319789105,58.75202680210895
Washington,2012,3125516,1755396,1290670,42.37170172937815,57.62829827062185
Washington,2016,3317019,1742718,1221747,41.21306879993523,58.786931200064764
West Virginia,1976,750590,435864,314726,41.93048135466766,58.06951864533234
West Virginia,1980,737715,367462,334206,47.63021827987025,52.36978172012975
West Virginia,1984,735742,328125,405483,55.27243432459842,44.72756567540158
West Virginia,1988,653311,341016,310065,47.623106802379425,52.376893197620575
West Virginia,1992,683677,331001,241974,42.23116191805925,57.76883808194074
West Virginia,1996,636459,327812,233946,41.645334823892135,58.35466517610786
West Virginia,2000,648124,295497,336475,53.24207401593741,46.75792598406259
West Virginia,2004,755792,326541,423778,56.47971062974548,43.52028937025452
West Virginia,2008,713451,303857,397466,56.67374376713725,43.32625623286275
West Virginia,2012,670438,238269,417655,63.67429763204273,36.32570236795726
West Virginia,2016,713051,188794,489371,72.16105225129577,27.838947748704225
Wisconsin,1976,2101336,1040232,1004987,49.13835633250033,50.86164366749967
Wisconsin,1980,2273221,981584,1088845,52.59030857856028,47.40969142143971
Wisconsin,1984,2211689,995740,1198584,54.62201570962173,45.377984290378265
Wisconsin,1988,2191608,1126794,1047499,48.17653370543896,51.82346629456104
Wisconsin,1992,2531064,1041066,930855,47.20549149788455,52.79450850211545
Wisconsin,1996,2196169,1071971,845029,44.08080333854982,55.91919666145019
Wisconsin,2000,2598607,1242987,1237279,49.884931696842195,50.115068303157805
Wisconsin,2004,2997007,1489504,1478120,49.80819672573075,50.19180327426924
Wisconsin,2008,2983417,1677211,1262393,42.94432175218159,57.055678247818406
Wisconsin,2012,3071434,1620985,1410966,46.53657001712759,53.46342998287241
Wisconsin,2016,2976150,1382536,1405284,50.40798903802971,49.59201096197028
Wyoming,1976,156343,62239,92717,59.83440460517825,40.16559539482176
Wyoming,1980,176713,49427,110700,69.13262597812985,30.86737402187014
Wyoming,1984,188968,53370,133241,71.40039976207191,28.599600237928097
Wyoming,1988,176551,67113,106867,61.42487642257731,38.575123577422694
Wyoming,1992,199884,68160,79347,53.79202342939657,46.20797657060343
Wyoming,1996,211571,77934,105388,57.48791743489598,42.51208256510402
Wyoming,2000,213726,60481,147947,70.98230564031705,29.01769435968296
Wyoming,2004,243861,70776,167629,70.31270317317171,29.687296826828298
Wyoming,2008,254904,82868,164958,66.56202335509592,33.43797664490409
Wyoming,2012,250701,69286,170962,71.16063401152142,28.839365988478573
Wyoming,2016,258788,55973,174419,75.70531962915379,24.294680370846212
Alabama,1948,214980,NA,40930,NA,NA
Arizona,1948,177065,95251,77597,44.893200962695545,55.106799037304455
Arkansas,1948,242475,149659,50959,25.40101087639195,74.59898912360805
California,1948,4021538,1913134,1895269,49.76545286830201,50.23454713169798
Colorado,1948,515237,267288,239714,47.28068133853515,52.71931866146484
Connecticut,1948,883518,423297,437754,50.83949731200591,49.16050268799409
Delaware,1948,139073,67813,69588,50.645919607572,49.354080392428
Florida,1948,577643,281988,194280,40.792159036508856,59.207840963491144
Georgia,1948,418844,254646,76691,23.14592092039223,76.85407907960777
Idaho,1948,214816,107370,101514,48.598265065778136,51.401734934221864
Illinois,1948,3984046,1994715,1961103,49.57515740107356,50.424842598926446
Indiana,1948,1656212,807831,821079,50.406652301232114,49.593347698767886
Iowa,1948,1038264,522380,494018,48.60477883663683,51.39522116336317
Kansas,1948,788819,351902,423039,54.58983329053437,45.41016670946562
Kentucky,1948,822658,466756,341210,42.23073743202065,57.76926256797934
Louisiana,1948,416336,136344,72657,34.763948497854074,65.23605150214593
Maine,1948,264787,111916,150234,57.30841121495327,42.69158878504673
Maryland,1948,596748,286521,294814,50.7132720376375,49.28672796236249
Massachusetts,1948,2107146,1151788,909370,44.11937367246955,55.88062632753045
Michigan,1948,2109609,1003448,1038595,50.8605842286377,49.1394157713623
Minnesota,1948,1212226,692966,483617,41.103517558897245,58.89648244110275
Mississippi,1948,192190,19384,5043,20.645187702132887,79.35481229786711
Missouri,1948,1578628,917315,655039,41.659766184968525,58.340233815031475
Montana,1948,224278,119071,96770,44.83392867898129,55.16607132101872
Nebraska,1948,488940,224165,264774,54.15276752314706,45.84723247685294
Nevada,1948,62117,31291,29357,48.405553357076904,51.594446642923096
New Hampshire,1948,231440,107995,121299,52.90107896412466,47.09892103587534
New Jersey,1948,1949555,895455,981124,52.28258442623519,47.71741557376482
New Mexico,1948,187063,105464,80303,43.22780687635587,56.77219312364413
New York,1948,6177337,2780204,2841163,50.542207971833186,49.457792028166814
North Carolina,1948,791209,459070,258572,36.03077857761948,63.96922142238052
North Dakota,1948,220716,95812,115139,54.58092163583012,45.41907836416988
Ohio,1948,2936071,1452791,1445684,49.87740104710235,50.12259895289765
Oklahoma,1948,721599,452782,268817,37.25296182505796,62.74703817494204
Oregon,1948,524080,243147,260904,51.76142890302767,48.23857109697233
Pennsylvania,1948,3735348,1752426,1902197,52.049062242535,47.950937757465
Rhode Island,1948,327702,188736,135787,41.8420266052021,58.1579733947979
South Carolina,1948,142571,34423,5386,13.529603858423975,86.47039614157602
South Dakota,1948,250105,117653,129651,52.42575938925371,47.57424061074629
Tennessee,1948,550283,270402,202914,42.870724843444975,57.129275156555025
Texas,1948,1147245,750700,282240,27.323949116115166,72.67605088388484
Utah,1948,276306,149151,124402,45.47637934879164,54.52362065120836
Vermont,1948,123382,45557,75926,62.499279734613076,37.500720265386924
Virginia,1948,419256,200786,172070,46.14918359903019,53.85081640096981
Washington,1948,905058,476165,386314,44.79111955189634,55.208880448103656
West Virginia,1948,748750,429188,316251,42.424799346425395,57.57520065357461
Wisconsin,1948,1276800,647310,590959,47.724605881274584,52.275394118725416
Wyoming,1948,101425,52354,47947,47.80311263098075,52.19688736901925
Alabama,1952,426120,275075,149231,35.17060800460045,64.82939199539955
Arizona,1952,260570,108528,152042,58.34977165444985,41.65022834555014
Arkansas,1952,404800,226300,177155,43.909481850516165,56.090518149483835
California,1952,5141849,2197548,2897310,56.86733565488969,43.13266434511031
Colorado,1952,630103,245504,379782,60.73732659934814,39.26267340065186
Connecticut,1952,1096911,481649,611012,55.91963106581089,44.0803689341891
Delaware,1952,174025,83315,90059,51.944928305282225,48.055071694717775
Florida,1952,989337,444950,544036,55.00947435049637,44.99052564950363
Georgia,1952,655785,456823,198961,30.339410537616047,69.66058946238395
Idaho,1952,276254,95081,180707,65.52388066195773,34.47611933804227
Illinois,1952,4481058,2013920,2457327,54.95842658658759,45.04157341341241
Indiana,1952,1955049,801530,1136259,58.63687945385179,41.36312054614821
Iowa,1952,1268773,451513,808906,64.17754730768101,35.82245269231898
Kansas,1952,896166,273296,616302,69.2787079107642,30.721292089235813
Kentucky,1952,993148,495729,495029,49.96467351260348,50.03532648739652
Louisiana,1952,651952,345027,306925,47.07785235722876,52.92214764277124
Maine,1952,351786,118806,232353,66.16746260241088,33.83253739758912
Maryland,1952,902074,395337,499424,55.81646942591374,44.18353057408627
Massachusetts,1952,2383398,1083525,1292325,54.39421680661658,45.60578319338342
Michigan,1952,2798592,1230657,1551529,55.766544724184506,44.233455275815494
Minnesota,1952,1379483,608458,763211,55.641047512191356,44.358952487808644
Mississippi,1952,285532,172566,112966,39.563341411820744,60.436658588179256
Missouri,1952,1892062,929830,959429,50.7833494507635,49.216650549236505
Montana,1952,265037,106213,157394,59.70782262989981,40.292177370100184
Nebraska,1952,609660,188057,421603,69.15379063740446,30.846209362595545
Nevada,1952,82190,31688,50502,61.44543131767855,38.55456868232145
New Hampshire,1952,272950,106663,166287,60.92214691335409,39.07785308664591
New Jersey,1952,2418554,1015902,1373613,57.48501264901036,42.514987350989635
New Mexico,1952,238608,105661,132170,55.57307499863349,44.42692500136652
New York,1952,7128239,3104601,3952813,56.009368304027504,43.990631695972496
North Carolina,1952,1210910,652803,558107,46.08988281540329,53.91011718459671
North Dakota,1952,270127,76694,191712,71.42612311200197,28.573876887998033
Ohio,1952,3700758,1600367,2100391,56.75569707611251,43.24430292388748
Oklahoma,1952,948984,430939,518045,54.589434595314565,45.410565404685435
Oregon,1952,695059,270579,420815,60.86471678955848,39.135283210441514
Pennsylvania,1952,4580969,2146269,2415789,52.953930002643546,47.046069997356454
Rhode Island,1952,414498,203293,210935,50.922438850101884,49.07756114989812
South Carolina,1952,341087,173004,9793,5.3573089273894,94.6426910726106
South Dakota,1952,294283,90426,203857,69.27243503702218,30.727564962977816
Tennessee,1952,892553,443710,446147,50.13693211381155,49.86306788618845
Texas,1952,2075946,969228,1102878,53.22497980315679,46.775020196843215
Utah,1952,329554,135364,194190,58.92509270104445,41.07490729895556
Vermont,1952,153557,43355,109717,71.676727291732007,28.323272708268004
Virginia,1952,619689,268677,349037,56.50462835551728,43.495371644482724
Washington,1952,1102708,492845,599107,54.86569006696265,45.13430993303735
West Virginia,1952,873548,453578,419970,48.07635069853059,51.92364930146941
Wisconsin,1952,1607370,622175,979744,61.160645450862376,38.839354549137624
Wyoming,1952,129253,47934,81049,62.83696301062931,37.16303698937069
Alabama,1956,496861,280844,195694,41.06577020090737,58.93422979909262
Arizona,1956,290173,112880,176990,61.05840549211715,38.94159450788284
Arkansas,1956,406572,213277,186287,46.62256859977376,53.37743140022625
California,1956,5466355,2420135,3027668,55.575945018569875,44.424054981430125
Colorado,1956,657074,257997,394479,60.45877549519063,39.54122450480938
Connecticut,1956,1117121,405079,711837,63.73236662381056,36.26763337618944
Delaware,1956,177988,79421,98057,55.25022819729769,44.74977180270231
Florida,1956,1125762,480371,643849,57.270729928305855,42.72927007169415
Georgia,1956,669655,444688,222778,33.376681359050494,66.6233186409495
Idaho,1956,272989,105868,166979,61.19876707458759,38.80123292541241
Illinois,1956,4407407,1775682,2623327,59.63449949750046,40.36550050249954
Indiana,1956,1974607,783908,1182811,60.14133183235633,39.85866816764367
Iowa,1956,1234564,501858,729187,59.233171817439654,40.766828182560346
Kansas,1956,866243,296317,566878,65.67206714589403,34.32793285410597
Kentucky,1956,1053805,476453,572192,54.56489088299663,45.43510911700337
Louisiana,1956,617544,243977,329047,57.422900262467195,42.577099737532805
Maine,1956,351706,102468,249238,70.86543874713539,29.13456125286461
Maryland,1956,932827,372613,559738,60.03511553052445,39.96488446947556
Massachusetts,1956,2348506,948190,1393197,59.503063782279476,40.49693621772052
Michigan,1956,3080468,1359898,1713647,55.7547392343369,44.245260765663105
Minnesota,1956,1340005,617525,719302,53.80666309103571,46.19333690896429
Mississippi,1956,248104,144453,60685,29.582524934434378,70.41747506556561
Missouri,1956,1832562,918273,914289,49.891299721373684,50.108700278626316
Montana,1956,271171,116238,154933,57.13479686249636,42.86520313750364
Nebraska,1956,577137,199029,378108,65.51442725037556,34.48557274962444
Nevada,1956,96689,40640,56049,57.96833145445708,42.03166854554293
New Hampshire,1956,266994,90364,176519,66.14096813959675,33.85903186040325
New Jersey,1956,2484312,850337,1606942,65.39517897642067,34.60482102357933
New Mexico,1956,253926,106098,146788,58.04512705329674,41.95487294670326
New York,1956,7095971,2747944,4345506,61.26082512740627,38.73917487259373
North Carolina,1956,1165592,590530,575062,49.33647451252239,50.663525487477614
North Dakota,1956,253991,96742,156766,61.83867964719062,38.16132035280938
Ohio,1956,3702265,1439655,2262610,61.11420981480256,38.885790185197436
Oklahoma,1956,859350,385581,473769,55.13108744981672,44.868912550183275
Oregon,1956,736132,329204,406393,55.246690783132614,44.753309216867386
Pennsylvania,1956,4576503,1981769,2585252,56.60696545954135,43.39303454045865
Rhode Island,1956,387609,161790,225819,58.25948313893641,41.7405168610636
South Carolina,1956,300583,136372,75700,35.69542419555623,64.30457580444377
South Dakota,1956,293857,122288,171569,58.385200965095265,41.614799034904735
Tennessee,1956,939404,456507,462288,50.314596836073335,49.685403163926665
Texas,1956,1955168,859958,1080619,55.685448194016516,44.31455180598348
Utah,1956,333995,118364,215631,64.561146124942,35.43885387505801
Vermont,1956,152978,42549,110390,72.17910408725047,27.820895912749528
Virginia,1956,697978,267760,386459,59.07180928710416,40.928190712895834
Washington,1956,1150889,523002,620430,54.260332052977354,45.73966794702265
West Virginia,1956,830831,381534,449297,54.07802549495625,45.92197450504374
Wisconsin,1956,1550558,586768,954844,61.9380233158538,38.0619766841462
Wyoming,1956,124127,49554,74573,60.077984644759,39.922015355241
Alabama,1960,570225,324050,237981,42.343038017475905,57.65696198252409
Alaska,1960,60762,29809,30953,50.94137783483098,49.05862216516902
Arizona,1960,398491,176781,221241,55.585118410540126,44.41488158945988
Arkansas,1960,428509,215049,184508,46.178142292589044,53.821857707410956
California,1960,6506578,3224099,3259722,50.27470684338756,49.72529315661244
Colorado,1960,736236,330629,402242,54.885784810696556,45.11421518930344
Connecticut,1960,1222883,657055,565813,46.26934387031143,53.73065612968857
Delaware,1960,196683,99590,96373,49.17918178431643,50.82081821568357
Florida,1960,1544176,748700,795476,51.5145941913357,48.4854058086643
Georgia,1960,733349,458638,274472,37.4394019996999,62.5605980003001
Hawaii,1960,184705,92410,92295,49.96886927803795,50.03113072196205
Idaho,1960,300450,138853,161597,53.78498918289233,46.21501081710767
Illinois,1960,4757409,2377846,2368988,49.906695704968826,50.093304295031174
Indiana,1960,2135360,952358,1175120,55.23535378509202,44.764646214907984
Iowa,1960,1273810,550565,722381,56.74875446405425,43.251245535945756
Kansas,1960,928825,363213,561474,60.72043837536377,39.27956162463623
Kentucky,1960,1124462,521855,602607,53.590694927885515,46.409305072114485
Louisiana,1960,807891,407339,230980,36.18566892102538,63.81433107897462
Maine,1960,421767,181159,240608,57.04761159597598,42.95238840402402
Maryland,1960,1055349,565808,489538,46.3864931501138,53.61350684988619
Massachusetts,1960,2469480,1487174,976750,39.64205064766608,60.35794935233392
Michigan,1960,3318097,1687269,1620428,48.98961422403564,51.01038577596436
Minnesota,1960,1541887,779933,757915,49.28412951084893,50.71587048915107
Mississippi,1960,298171,108362,73561,40.43523908466769,59.564760915332315
Missouri,1960,1934422,972201,962221,49.74204180887107,50.25795819112893
Montana,1960,277579,134891,141841,51.255727563129675,48.744272436870325
Nebraska,1960,613095,232542,380553,62.07080468769114,37.92919531230886
Nevada,1960,107267,54880,52387,48.837946432733276,51.16205356726673
New Hampshire,1960,295761,137772,157989,53.417793421039285,46.582206578960715
New Jersey,1960,2773111,1385415,1363324,49.59816119318713,50.40183880681287
New Mexico,1960,311107,156027,153733,49.62971332644628,50.37028667355372
New York,1960,7291079,3830085,3446419,47.36366529861043,52.636334701389565
North Carolina,1960,1368556,713136,655420,47.89135409877272,52.10864590122728
North Dakota,1960,278431,123963,154310,55.45273885716544,44.54726114283456
Ohio,1960,4161859,1944248,2217611,53.28414537830331,46.7158546216967
Oklahoma,1960,903150,370111,533039,59.019985605934785,40.980014394065215
Oregon,1960,776421,367402,408060,52.621534001666106,47.378465998333894
Pennsylvania,1960,5006541,2556282,2439956,48.835864104151966,51.16413589584804
Rhode Island,1960,405535,258032,147502,36.372289376476445,63.62771062352355
South Carolina,1960,386688,198129,188558,48.7624357684639,51.237564231536105
South Dakota,1960,306487,128070,178417,58.21356207604238,41.78643792395763
Tennessee,1960,1051792,481453,556577,53.61858520466654,46.38141479533347
Texas,1960,2311084,1167567,1121310,48.9895263048211,51.0104736951789
Utah,1960,374709,169248,205361,54.82009241635946,45.17990758364054
Vermont,1960,167324,69186,98131,58.64974868064811,41.35025131935189
Virginia,1960,771449,362327,404521,52.751131906192626,47.24886809380738
Washington,1960,1241572,599298,629273,51.21991321624879,48.7800867837512
West Virginia,1960,837781,441786,395995,47.26712589566963,52.732874104330364
Wisconsin,1960,1729082,830805,895175,51.864737714226116,48.13526228577388
Wyoming,1960,140782,63331,77451,55.01484564788112,44.985154352118876
Alabama,1964,689818,NA,479085,NA,NA
Alaska,1964,67259,44329,22930,34.092091764670904,65.9079082353291
Arizona,1964,480770,237753,242535,50.497826304217476,49.50217369578253
Arkansas,1964,560426,314197,243264,43.637850898986656,56.36214910101335
California,1964,7057586,4171877,2879108,40.832706352374885,59.167293647625115
Colorado,1964,776986,476024,296767,38.401974143073616,61.598025856926384
Connecticut,1964,1218578,826269,390996,32.120861110768814,67.87913888923119
Delaware,1964,201320,122704,78078,38.886952017611144,61.113047982388856
District of Columbia,1964,198597,169796,28801,14.502233165657085,85.49776683434291
Florida,1964,1854481,948540,905941,48.851457631542196,51.148542368457804
Georgia,1964,1139335,522556,616584,54.12714855066102,45.872851449338974
Hawaii,1964,207271,163249,44022,21.238861201036325,78.76113879896367
Idaho,1964,292477,148920,143557,49.083175771086275,50.916824228913725
Illinois,1964,4702841,2796833,1905946,40.52807924846139,59.47192075153861
Indiana,1964,2091606,1170848,911118,43.76238612926436,56.237613870735636
Iowa,1964,1184539,733030,449148,37.993263281840804,62.006736718159196
Kansas,1964,857901,464028,386579,45.44742754291935,54.55257245708065
Kentucky,1964,1046105,669659,372977,35.77250353910665,64.22749646089335
Louisiana,1964,896293,387068,509225,56.8145684502724,43.185431549727596
Maine,1964,380965,262264,118701,31.15798039189952,68.84201960810049
Maryland,1964,1116457,730912,385495,34.529969804918814,65.47003019508118
Massachusetts,1964,2344798,1786422,549727,23.531332975764816,76.46866702423519
Michigan,1964,3203102,2136615,1060152,33.1632552513211,66.8367447486789
Minnesota,1964,1554462,991117,559624,36.08752202979092,63.91247797020908
Mississippi,1964,409146,52618,356528,87.13955409560401,12.860445904395986
Missouri,1964,1817879,1164344,653535,35.950412541208735,64.04958745879125
Montana,1964,278628,164246,113032,40.7648641435671,59.2351358564329
Nebraska,1964,584154,307307,276847,47.39281079989181,52.607189200108195
Nevada,1964,135433,79339,56094,41.418265858394925,58.58173414160508
New Hampshire,1964,288093,184064,104029,36.10952018966098,63.890479810339016
New Jersey,1964,2847663,1868231,964174,34.04082396408706,65.95917603591295
New Mexico,1964,328645,194015,132838,40.641511627551225,59.35848837244878
New York,1964,7166275,4913102,2243559,31.349242335217497,68.6507576647825
North Carolina,1964,1424983,800139,624844,43.84922486794579,56.15077513205421
North Dakota,1964,258389,149784,108207,41.942160773050226,58.05783922694978
Ohio,1964,3969196,2498331,1470865,37.05700096442705,62.942999035572946
Oklahoma,1964,932499,519834,412665,44.253666759964354,55.74633324003565
Oregon,1964,786305,501017,282779,36.0781376786817,63.9218623213183
Pennsylvania,1964,4822690,3130954,1673657,34.83439137944778,65.16560862055222
Rhode Island,1964,390091,315463,74615,19.128225636923897,80.8717743630761
South Carolina,1964,524779,215723,309048,58.891973832395465,41.108026167604535
South Dakota,1964,293118,163010,130108,44.3875845222743,55.6124154777257
Tennessee,1964,1143946,634947,508965,44.49337011937981,55.50662988062018
Texas,1964,2626811,1663185,958566,36.56205337577825,63.43794662422175
Utah,1964,401413,219628,181785,45.28627622922028,54.71372377077972
Vermont,1964,163089,108127,54942,33.692486002857684,66.30751399714231
Virginia,1964,1042267,558038,481334,46.31007954803478,53.68992045196522
Washington,1964,1258556,779881,470366,37.621845923245566,62.378154076754434
West Virginia,1964,792040,538087,253953,32.06315337609212,67.93684662390788
Wisconsin,1964,1691815,1050424,638495,37.80495097751876,62.19504902248124
Wyoming,1964,142716,80718,61998,43.44152022197931,56.55847977802069
Alabama,1968,1049922,196579,146923,42.77209448562162,57.22790551437838
Alaska,1968,83035,35411,37600,51.49908917834299,48.50091082165701
