"year","state","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_poll"
1996,"North Carolina","democrat","Bill Clinton",1996-09-15,7,51,FALSE,41.2035728333333
1996,"North Carolina","democrat","Bill Clinton",1996-10-15,3,21,FALSE,41.698085
1996,"North Carolina","democrat","Bill Clinton",1996-10-16,3,20,FALSE,43.5417704615385
1996,"North Carolina","democrat","Bill Clinton",1996-10-29,1,7,FALSE,43.850436125
1996,"North Carolina","republican","Bob Dole",1996-02-09,39,270,TRUE,41.2545043278689
1996,"North Carolina","republican","Bob Dole",1996-04-30,27,189,TRUE,44.4527591234568
1996,"North Carolina","republican","Bob Dole",1996-07-20,15,108,TRUE,44.1623977192982
1996,"North Carolina","republican","Bob Dole",1996-09-15,7,51,FALSE,44.8780770666667
1996,"North Carolina","republican","Bob Dole",1996-10-15,3,21,FALSE,45.293785
1996,"North Carolina","republican","Bob Dole",1996-10-16,3,20,FALSE,45.3098356153846
1996,"North Carolina","republican","Bob Dole",1996-10-29,1,7,FALSE,45.7372855
1996,"North Dakota","democrat","Bill Clinton",1996-06-25,19,133,TRUE,39.23520021875
1996,"North Dakota","democrat","Bill Clinton",1996-07-27,14,101,TRUE,41.8974811086957
1996,"North Dakota","democrat","Bill Clinton",1996-09-11,8,55,FALSE,40.68855945
1996,"North Dakota","democrat","Bill Clinton",1996-10-01,5,35,FALSE,37.4358129375
1996,"North Dakota","democrat","Bill Clinton",1996-10-17,3,19,FALSE,38.4507514166667
1996,"North Dakota","democrat","Bill Clinton",1996-10-29,1,7,FALSE,36.06522225
1996,"North Dakota","republican","Bob Dole",1996-06-25,19,133,TRUE,45.2448893125
1996,"North Dakota","republican","Bob Dole",1996-07-27,14,101,TRUE,40.2517684782609
1996,"North Dakota","republican","Bob Dole",1996-09-11,8,55,FALSE,39.6112511
1996,"North Dakota","republican","Bob Dole",1996-10-01,5,35,FALSE,42.8607754375
1996,"North Dakota","republican","Bob Dole",1996-10-17,3,19,FALSE,40.8012891666667
1996,"North Dakota","republican","Bob Dole",1996-10-29,1,7,FALSE,41.191088625
1996,"Ohio","democrat","Bill Clinton",1996-01-24,41,286,TRUE,41.6499197692308
1996,"Ohio","democrat","Bill Clinton",1996-03-13,34,237,TRUE,40.690272
1996,"Ohio","democrat","Bill Clinton",1996-03-16,33,234,TRUE,42.6739767272727
1996,"Ohio","democrat","Bill Clinton",1996-03-27,32,223,TRUE,43.1460188181818
1996,"Ohio","democrat","Bill Clinton",1996-05-10,26,179,TRUE,43.5539124545455
1996,"Ohio","democrat","Bill Clinton",1996-08-06,13,91,TRUE,43.0174826129032
1996,"Ohio","democrat","Bill Clinton",1996-09-06,9,60,FALSE,45.16402175
1996,"Ohio","democrat","Bill Clinton",1996-09-10,8,56,FALSE,45.33126675
1996,"Ohio","democrat","Bill Clinton",1996-09-22,6,44,FALSE,45.5005443333333
1996,"Ohio","democrat","Bill Clinton",1996-10-19,2,17,FALSE,46.8236184285714
1996,"Ohio","democrat","Bill Clinton",1996-10-26,1,10,FALSE,47.1029923333333
1996,"Ohio","democrat","Bill Clinton",1996-10-29,1,7,FALSE,47.300433
1996,"Ohio","democrat","Bill Clinton",1996-10-30,1,6,FALSE,47.686119
1996,"Ohio","democrat","Bill Clinton",1996-11-02,0,3,FALSE,47.7457505
1996,"Ohio","democrat","Bill Clinton",1996-11-04,0,1,FALSE,47.250874
1996,"Ohio","republican","Bob Dole",1996-01-24,41,286,TRUE,34.2217212307692
1996,"Ohio","republican","Bob Dole",1996-03-13,34,237,TRUE,35.364947
1996,"Ohio","republican","Bob Dole",1996-03-16,33,234,TRUE,39.8238343636364
1996,"Ohio","republican","Bob Dole",1996-03-27,32,223,TRUE,35.9804871136364
1996,"Ohio","republican","Bob Dole",1996-05-10,26,179,TRUE,35.8199255227273
1996,"Ohio","republican","Bob Dole",1996-08-06,13,91,TRUE,36.0228580322581
1996,"Ohio","republican","Bob Dole",1996-09-06,9,60,FALSE,38.762088
1996,"Ohio","republican","Bob Dole",1996-09-10,8,56,FALSE,38.47182275
1996,"Ohio","republican","Bob Dole",1996-09-22,6,44,FALSE,37.7609416296296
1996,"Ohio","republican","Bob Dole",1996-10-19,2,17,FALSE,37.6045057142857
1996,"Ohio","republican","Bob Dole",1996-10-26,1,10,FALSE,37.84038
1996,"Ohio","republican","Bob Dole",1996-10-29,1,7,FALSE,36.813512
1996,"Ohio","republican","Bob Dole",1996-10-30,1,6,FALSE,38.112085
1996,"Ohio","republican","Bob Dole",1996-11-02,0,3,FALSE,39.810945
1996,"Ohio","republican","Bob Dole",1996-11-04,0,1,FALSE,41.1722145
1996,"Oklahoma","democrat","Bill Clinton",1996-06-26,19,132,TRUE,42.740969725
1996,"Oklahoma","democrat","Bill Clinton",1996-08-05,13,92,TRUE,40.401006125
1996,"Oklahoma","democrat","Bill Clinton",1996-08-21,11,76,TRUE,40.2518660555556
1996,"Oklahoma","democrat","Bill Clinton",1996-09-08,8,58,FALSE,41.2196775909091
1996,"Oklahoma","democrat","Bill Clinton",1996-10-22,2,14,FALSE,41.5228633333333
1996,"Oklahoma","democrat","Bill Clinton",1996-10-25,2,11,FALSE,40.1063781428571
1996,"Oklahoma","democrat","Bill Clinton",1996-11-01,1,4,FALSE,39.5371718
1996,"Oklahoma","republican","Bob Dole",1996-06-26,19,132,TRUE,48.413462925
1996,"Oklahoma","republican","Bob Dole",1996-08-05,13,92,TRUE,46.2151268125
1996,"Oklahoma","republican","Bob Dole",1996-08-21,11,76,FALSE,47.5823112222222
1996,"Oklahoma","republican","Bob Dole",1996-09-08,8,58,FALSE,45.84453375
1996,"Oklahoma","republican","Bob Dole",1996-10-22,2,14,FALSE,45.52043
1996,"Oklahoma","republican","Bob Dole",1996-10-25,2,11,FALSE,46.038159
1996,"Oklahoma","republican","Bob Dole",1996-11-01,1,4,FALSE,46.471366
1996,"Oregon","democrat","Bill Clinton",1996-05-14,25,175,TRUE,50.2353307795276
1996,"Oregon","democrat","Bill Clinton",1996-09-18,7,48,FALSE,49.2118985
1996,"Oregon","democrat","Bill Clinton",1996-09-22,6,44,FALSE,49.9626188648649
1996,"Oregon","democrat","Bill Clinton",1996-10-29,1,7,FALSE,48.101306
1996,"Oregon","republican","Bob Dole",1996-05-14,25,175,TRUE,36.1663358582677
1996,"Oregon","republican","Bob Dole",1996-09-18,7,48,FALSE,35.385959
1996,"Oregon","republican","Bob Dole",1996-09-22,6,44,FALSE,34.1817463243243
1996,"Oregon","republican","Bob Dole",1996-10-29,1,7,FALSE,35.428775625
1996,"Pennsylvania","democrat","Bill Clinton",1996-02-16,38,263,TRUE,46.8207913636364
1996,"Pennsylvania","democrat","Bill Clinton",1996-04-02,31,217,TRUE,43.5168697281553
1996,"Pennsylvania","democrat","Bill Clinton",1996-07-14,16,114,TRUE,46.111062
1996,"Pennsylvania","democrat","Bill Clinton",1996-07-22,15,106,TRUE,48.7294153333333
1996,"Pennsylvania","democrat","Bill Clinton",1996-08-21,11,76,TRUE,45.7872767307692
1996,"Pennsylvania","democrat","Bill Clinton",1996-09-16,7,50,FALSE,44.922782875
1996,"Pennsylvania","democrat","Bill Clinton",1996-09-24,6,42,FALSE,45.9333653333333
1996,"Pennsylvania","democrat","Bill Clinton",1996-09-30,5,36,FALSE,46.684514
1996,"Pennsylvania","democrat","Bill Clinton",1996-10-10,4,26,FALSE,47.9056106
1996,"Pennsylvania","democrat","Bill Clinton",1996-10-15,3,21,FALSE,48.4456738333333
1996,"Pennsylvania","democrat","Bill Clinton",1996-10-27,1,9,FALSE,48.673899
1996,"Pennsylvania","democrat","Bill Clinton",1996-10-28,1,8,FALSE,48.80244
1996,"Pennsylvania","democrat","Bill Clinton",1996-10-30,1,6,FALSE,49.0472038571429
1996,"Pennsylvania","republican","Bob Dole",1996-02-16,38,263,TRUE,34.1199529090909
1996,"Pennsylvania","republican","Bob Dole",1996-04-02,31,217,TRUE,30.0655545631068
1996,"Pennsylvania","republican","Bob Dole",1996-07-14,16,114,TRUE,32.29717325
1996,"Pennsylvania","republican","Bob Dole",1996-07-22,15,106,TRUE,33.0917763666667
1996,"Pennsylvania","republican","Bob Dole",1996-08-21,11,76,FALSE,31.6056712307692
1996,"Pennsylvania","republican","Bob Dole",1996-09-16,7,50,FALSE,34.24866825
1996,"Pennsylvania","republican","Bob Dole",1996-09-24,6,42,FALSE,33.8026291666667
1996,"Pennsylvania","republican","Bob Dole",1996-09-30,5,36,FALSE,33.8662451
1996,"Pennsylvania","republican","Bob Dole",1996-10-10,4,26,FALSE,34.4939284
1996,"Pennsylvania","republican","Bob Dole",1996-10-15,3,21,FALSE,34.7573728333333
1996,"Pennsylvania","republican","Bob Dole",1996-10-27,1,9,FALSE,35.995759
1996,"Pennsylvania","republican","Bob Dole",1996-10-28,1,8,FALSE,36.1766695
1996,"Pennsylvania","republican","Bob Dole",1996-10-30,1,6,FALSE,36.00466
1996,"Rhode Island","democrat","Bill Clinton",1996-06-18,20,140,TRUE,49.0017309777778
1996,"Rhode Island","democrat","Bill Clinton",1996-08-02,14,95,TRUE,53.0998997735849
1996,"Rhode Island","democrat","Bill Clinton",1996-09-24,6,42,FALSE,55.5349502857143
1996,"Rhode Island","democrat","Bill Clinton",1996-10-22,2,14,FALSE,54.0027063333333
1996,"Rhode Island","democrat","Bill Clinton",1996-10-25,2,11,FALSE,54.0620525
1996,"Rhode Island","democrat","Bill Clinton",1996-10-27,1,9,FALSE,54.641529
1996,"Rhode Island","republican","Bob Dole",1996-06-18,20,140,TRUE,17.9991752222222
1996,"Rhode Island","republican","Bob Dole",1996-08-02,14,95,TRUE,23.3127739811321
1996,"Rhode Island","republican","Bob Dole",1996-09-24,6,42,FALSE,22.5005448571429
1996,"Rhode Island","republican","Bob Dole",1996-10-22,2,14,FALSE,22.738978
1996,"Rhode Island","republican","Bob Dole",1996-10-25,2,11,FALSE,24.093504
1996,"Rhode Island","republican","Bob Dole",1996-10-27,1,9,FALSE,24.7401556
1996,"South Carolina","democrat","Bill Clinton",1996-02-27,36,252,TRUE,39.1909548037975
1996,"South Carolina","democrat","Bill Clinton",1996-08-05,13,92,TRUE,40.2756603877551
1996,"South Carolina","democrat","Bill Clinton",1996-09-23,6,43,FALSE,41.18170556
1996,"South Carolina","democrat","Bill Clinton",1996-10-18,3,18,FALSE,41.23615775
1996,"South Carolina","democrat","Bill Clinton",1996-10-26,1,10,FALSE,40.930256
1996,"South Carolina","republican","Bob Dole",1996-02-27,36,252,TRUE,48.247111113924
1996,"South Carolina","republican","Bob Dole",1996-08-05,13,92,TRUE,47.5111013265306
1996,"South Carolina","republican","Bob Dole",1996-09-23,6,43,FALSE,47.86759844
1996,"South Carolina","republican","Bob Dole",1996-10-18,3,18,FALSE,48.827844375
1996,"South Carolina","republican","Bob Dole",1996-10-26,1,10,FALSE,49.2765404545455
1996,"South Dakota","democrat","Bill Clinton",1996-07-27,14,101,TRUE,39.2214947014925
1996,"South Dakota","democrat","Bill Clinton",1996-10-02,5,34,FALSE,40.406092375
1996,"South Dakota","democrat","Bill Clinton",1996-10-18,3,18,FALSE,40.952395875
1996,"South Dakota","democrat","Bill Clinton",1996-10-26,1,10,FALSE,41.0278470909091
1996,"South Dakota","republican","Bob Dole",1996-07-27,14,101,TRUE,42.0341656567164
1996,"South Dakota","republican","Bob Dole",1996-10-02,5,34,FALSE,42.76372325
1996,"South Dakota","republican","Bob Dole",1996-10-18,3,18,FALSE,45.931787
1996,"South Dakota","republican","Bob Dole",1996-10-26,1,10,FALSE,45.198649
1996,"Tennessee","democrat","Bill Clinton",1996-03-06,35,244,TRUE,44.1980796521739
1996,"Tennessee","democrat","Bill Clinton",1996-07-22,15,106,TRUE,45.2800006666667
1996,"Tennessee","democrat","Bill Clinton",1996-09-11,8,55,FALSE,46.5709254615385
1996,"Tennessee","democrat","Bill Clinton",1996-10-07,4,29,FALSE,47.0908118125
1996,"Tennessee","democrat","Bill Clinton",1996-10-23,2,13,FALSE,45.8922626
1996,"Tennessee","democrat","Bill Clinton",1996-11-02,0,3,FALSE,44.99369575
1996,"Tennessee","republican","Bob Dole",1996-03-06,35,244,TRUE,37.2442822463768
1996,"Tennessee","republican","Bob Dole",1996-07-22,15,106,TRUE,36.5654491764706
1996,"Tennessee","republican","Bob Dole",1996-09-11,8,55,FALSE,36.6061935384615
1996,"Tennessee","republican","Bob Dole",1996-10-07,4,29,FALSE,37.443591625
1996,"Tennessee","republican","Bob Dole",1996-10-23,2,13,FALSE,39.4651731
1996,"Tennessee","republican","Bob Dole",1996-11-02,0,3,FALSE,42.03134875
1996,"Texas","democrat","Bill Clinton",1996-01-22,41,288,TRUE,38.475731
1996,"Texas","democrat","Bill Clinton",1996-03-01,36,249,TRUE,38.4277064
1996,"Texas","democrat","Bill Clinton",1996-03-06,35,244,TRUE,36.9291452142857
1996,"Texas","democrat","Bill Clinton",1996-04-03,31,216,TRUE,37.9706901830986
1996,"Texas","democrat","Bill Clinton",1996-06-13,21,145,TRUE,37.6012201
1996,"Texas","democrat","Bill Clinton",1996-07-13,16,115,TRUE,38.0352336206897
1996,"Texas","democrat","Bill Clinton",1996-08-11,12,86,TRUE,37.97131708
1996,"Texas","democrat","Bill Clinton",1996-09-05,9,61,FALSE,38.4406033333333
1996,"Texas","democrat","Bill Clinton",1996-09-08,8,58,FALSE,38.3874688
1996,"Texas","democrat","Bill Clinton",1996-09-13,8,53,FALSE,38.9154838695652
1996,"Texas","democrat","Bill Clinton",1996-10-06,4,30,FALSE,39.423293
1996,"Texas","democrat","Bill Clinton",1996-10-08,4,28,FALSE,40.3326448181818
1996,"Texas","democrat","Bill Clinton",1996-10-19,2,17,FALSE,40.0330544285714
1996,"Texas","democrat","Bill Clinton",1996-10-26,1,10,FALSE,39.977652
1996,"Texas","democrat","Bill Clinton",1996-10-30,1,6,FALSE,40.7522575714286
1996,"Texas","republican","Bob Dole",1996-01-22,41,288,TRUE,43.552377
1996,"Texas","republican","Bob Dole",1996-03-01,36,249,TRUE,48.9773526
1996,"Texas","republican","Bob Dole",1996-03-06,35,244,TRUE,46.7915653214286
1996,"Texas","republican","Bob Dole",1996-04-03,31,216,TRUE,46.7994474647887
1996,"Texas","republican","Bob Dole",1996-06-13,21,145,TRUE,43.7092965333333
1996,"Texas","republican","Bob Dole",1996-07-13,16,115,TRUE,44.9037104137931
1996,"Texas","republican","Bob Dole",1996-08-11,12,86,TRUE,43.56112
1996,"Texas","republican","Bob Dole",1996-09-05,9,61,FALSE,44.704418
1996,"Texas","republican","Bob Dole",1996-09-08,8,58,FALSE,45.5421738
1996,"Texas","republican","Bob Dole",1996-09-13,8,53,FALSE,44.6145776521739
1996,"Texas","republican","Bob Dole",1996-10-06,4,30,FALSE,44.1881865
1996,"Texas","republican","Bob Dole",1996-10-08,4,28,FALSE,46.2241508181818
1996,"Texas","republican","Bob Dole",1996-10-19,2,17,FALSE,45.051426
1996,"Texas","republican","Bob Dole",1996-10-26,1,10,FALSE,45.0619285
1996,"Texas","republican","Bob Dole",1996-10-30,1,6,FALSE,46.2074607142857
1996,"Utah","democrat","Bill Clinton",1996-05-09,26,180,TRUE,33.7907776393443
1996,"Utah","democrat","Bill Clinton",1996-07-09,17,119,TRUE,34.5405674827586
1996,"Utah","democrat","Bill Clinton",1996-08-07,13,90,TRUE,33.8128146785714
1996,"Utah","democrat","Bill Clinton",1996-09-04,9,62,FALSE,34.1082
1996,"Utah","democrat","Bill Clinton",1996-09-05,9,61,FALSE,34.704285962963
1996,"Utah","democrat","Bill Clinton",1996-10-02,5,34,FALSE,33.666205875
1996,"Utah","democrat","Bill Clinton",1996-10-10,4,26,FALSE,33.8870081538462
1996,"Utah","democrat","Bill Clinton",1996-10-23,2,13,FALSE,33.7705462857143
1996,"Utah","republican","Bob Dole",1996-05-09,26,180,TRUE,47.1243752622951
1996,"Utah","republican","Bob Dole",1996-07-09,17,119,TRUE,46.4365777586207
1996,"Utah","republican","Bob Dole",1996-08-07,13,90,TRUE,46.6322924642857
1996,"Utah","republican","Bob Dole",1996-09-04,9,62,FALSE,46.420364
1996,"Utah","republican","Bob Dole",1996-09-05,9,61,FALSE,45.6393882592593
1996,"Utah","republican","Bob Dole",1996-10-02,5,34,FALSE,46.53446975
1996,"Utah","republican","Bob Dole",1996-10-10,4,26,FALSE,46.0384717692308
1996,"Utah","republican","Bob Dole",1996-10-23,2,13,FALSE,47.1399428571429
1996,"Vermont","democrat","Bill Clinton",1996-09-21,6,45,FALSE,53.33560146875
1996,"Vermont","democrat","Bill Clinton",1996-10-23,2,13,FALSE,52.3593635714286
1996,"Vermont","republican","Bob Dole",1996-09-21,6,45,FALSE,34.736439375
1996,"Vermont","republican","Bob Dole",1996-10-23,2,13,FALSE,35.5431418571429
1996,"Virginia","democrat","Bill Clinton",1996-04-13,29,206,TRUE,43.1831303939394
1996,"Virginia","democrat","Bill Clinton",1996-05-16,25,173,TRUE,45.8257672686567
1996,"Virginia","democrat","Bill Clinton",1996-07-22,15,106,TRUE,47.0181130769231
1996,"Virginia","democrat","Bill Clinton",1996-08-17,11,80,TRUE,43.3391426666667
1996,"Virginia","democrat","Bill Clinton",1996-09-16,7,50,FALSE,43.5600563478261
1996,"Virginia","democrat","Bill Clinton",1996-10-09,4,27,FALSE,44.56708
1996,"Virginia","democrat","Bill Clinton",1996-10-27,1,9,FALSE,43.0790672
1996,"Virginia","democrat","Bill Clinton",1996-10-28,1,8,FALSE,42.827223
1996,"Virginia","republican","Bob Dole",1996-04-13,29,206,TRUE,42.2494684242424
1996,"Virginia","republican","Bob Dole",1996-05-16,25,173,TRUE,42.9374997761194
1996,"Virginia","republican","Bob Dole",1996-07-22,15,106,TRUE,42.4281725
1996,"Virginia","republican","Bob Dole",1996-08-17,11,80,FALSE,41.0188652666667
1996,"Virginia","republican","Bob Dole",1996-09-16,7,50,FALSE,42.2421907391304
1996,"Virginia","republican","Bob Dole",1996-10-09,4,27,FALSE,41.7192213888889
1996,"Virginia","republican","Bob Dole",1996-10-27,1,9,FALSE,41.97785
1996,"Virginia","republican","Bob Dole",1996-10-28,1,8,FALSE,41.7420566666667
1996,"Washington","democrat","Bill Clinton",1996-02-05,39,274,TRUE,45.1789803826087
1996,"Washington","democrat","Bill Clinton",1996-06-23,19,135,TRUE,41.9274053142857
1996,"Washington","democrat","Bill Clinton",1996-07-28,14,100,TRUE,42.58897
1996,"Washington","democrat","Bill Clinton",1996-09-08,8,58,FALSE,45.3157212903226
1996,"Washington","democrat","Bill Clinton",1996-10-09,4,27,FALSE,47.662617
1996,"Washington","democrat","Bill Clinton",1996-10-12,3,24,FALSE,47.8062686923077
1996,"Washington","democrat","Bill Clinton",1996-10-25,2,11,FALSE,48.0155685
1996,"Washington","democrat","Bill Clinton",1996-10-27,1,9,FALSE,47.4368778
1996,"Washington","republican","Bob Dole",1996-02-05,39,274,TRUE,30.2267666782609
1996,"Washington","republican","Bob Dole",1996-06-23,19,135,TRUE,33.2035868285714
1996,"Washington","republican","Bob Dole",1996-07-28,14,100,TRUE,31.1881527857143
1996,"Washington","republican","Bob Dole",1996-09-08,8,58,FALSE,33.4635921612903
1996,"Washington","republican","Bob Dole",1996-10-09,4,27,FALSE,33.0322923333333
1996,"Washington","republican","Bob Dole",1996-10-12,3,24,FALSE,32.1909856153846
1996,"Washington","republican","Bob Dole",1996-10-25,2,11,FALSE,33.2277585
1996,"Washington","republican","Bob Dole",1996-10-27,1,9,FALSE,35.0173141
1996,"West Virginia","democrat","Bill Clinton",1996-06-24,19,134,TRUE,58.7516427162162
1996,"West Virginia","democrat","Bill Clinton",1996-09-06,9,60,FALSE,52.6111113333333
1996,"West Virginia","democrat","Bill Clinton",1996-10-27,1,9,FALSE,50.85288
1996,"West Virginia","democrat","Bill Clinton",1996-10-28,1,8,FALSE,50.5405754444444
1996,"West Virginia","republican","Bob Dole",1996-06-24,19,134,TRUE,34.0366483378378
1996,"West Virginia","republican","Bob Dole",1996-09-06,9,60,FALSE,33.2246218235294
1996,"West Virginia","republican","Bob Dole",1996-10-27,1,9,FALSE,32.021153
1996,"West Virginia","republican","Bob Dole",1996-10-28,1,8,FALSE,34.2844858888889
1996,"Wisconsin","democrat","Bill Clinton",1996-02-28,36,251,TRUE,59.0001747
1996,"Wisconsin","democrat","Bill Clinton",1996-03-10,34,240,TRUE,53.319382
1996,"Wisconsin","democrat","Bill Clinton",1996-03-13,34,237,TRUE,48.8047986136364
1996,"Wisconsin","democrat","Bill Clinton",1996-07-23,15,105,TRUE,49.7738911666667
1996,"Wisconsin","democrat","Bill Clinton",1996-09-21,6,45,FALSE,50.2388784324324
1996,"Wisconsin","democrat","Bill Clinton",1996-10-28,1,8,FALSE,49.5433694444444
1996,"Wisconsin","republican","Bob Dole",1996-02-28,36,251,TRUE,33.9998835
1996,"Wisconsin","republican","Bob Dole",1996-03-10,34,240,TRUE,36.1466503333333
1996,"Wisconsin","republican","Bob Dole",1996-03-13,34,237,TRUE,34.8305242727273
1996,"Wisconsin","republican","Bob Dole",1996-07-23,15,105,TRUE,33.4411728
1996,"Wisconsin","republican","Bob Dole",1996-09-21,6,45,FALSE,32.5491211621622
1996,"Wisconsin","republican","Bob Dole",1996-10-28,1,8,FALSE,34.9298253333333
1996,"Wyoming","democrat","Bill Clinton",1996-08-08,13,89,TRUE,37.216724372549
1996,"Wyoming","democrat","Bill Clinton",1996-09-28,5,38,FALSE,38.3377145
1996,"Wyoming","democrat","Bill Clinton",1996-10-02,5,34,FALSE,37.6573200416667
1996,"Wyoming","democrat","Bill Clinton",1996-10-26,1,10,FALSE,37.6018918181818
1996,"Wyoming","republican","Bob Dole",1996-08-08,13,89,TRUE,43.0180993333333
1996,"Wyoming","republican","Bob Dole",1996-09-28,5,38,FALSE,43.4119145
1996,"Wyoming","republican","Bob Dole",1996-10-02,5,34,FALSE,44.403611375
1996,"Wyoming","republican","Bob Dole",1996-10-26,1,10,FALSE,44.8431190909091
2000,"Alabama","democrat","Al Gore",2000-01-24,41,288,TRUE,33.5448152571429
2000,"Alabama","democrat","Al Gore",2000-04-06,31,215,TRUE,34.0647695535714
2000,"Alabama","democrat","Al Gore",2000-06-01,23,159,TRUE,31.2716293956044
2000,"Alabama","democrat","Al Gore",2000-08-31,10,68,FALSE,33.38370965
2000,"Alabama","democrat","Al Gore",2000-09-20,7,48,FALSE,34.060768
2000,"Alabama","democrat","Al Gore",2000-09-21,7,47,FALSE,35.7460853333333
2000,"Alabama","democrat","Al Gore",2000-09-27,6,41,FALSE,36.7916382272727
2000,"Alabama","democrat","Al Gore",2000-10-19,3,19,FALSE,36.856213
2000,"Alabama","democrat","Al Gore",2000-10-20,3,18,FALSE,36.614965
2000,"Alabama","democrat","Al Gore",2000-11-02,1,5,FALSE,33.011934
2000,"Alabama","democrat","Al Gore",2000-11-03,1,4,FALSE,35.1987678
2000,"Alabama","republican","George W. Bush",2000-01-24,41,288,TRUE,60.7672363428571
2000,"Alabama","republican","George W. Bush",2000-04-06,31,215,TRUE,54.4216972142857
2000,"Alabama","republican","George W. Bush",2000-06-01,23,159,TRUE,55.7574938901099
2000,"Alabama","republican","George W. Bush",2000-08-31,10,68,FALSE,54.48099555
2000,"Alabama","republican","George W. Bush",2000-09-20,7,48,FALSE,53.898303
2000,"Alabama","republican","George W. Bush",2000-09-21,7,47,FALSE,52.4571905
2000,"Alabama","republican","George W. Bush",2000-09-27,6,41,FALSE,52.1152819090909
2000,"Alabama","republican","George W. Bush",2000-10-19,3,19,FALSE,51.951907
2000,"Alabama","republican","George W. Bush",2000-10-20,3,18,FALSE,52.7956303076923
2000,"Alabama","republican","George W. Bush",2000-11-02,1,5,FALSE,51.486047
2000,"Alabama","republican","George W. Bush",2000-11-03,1,4,FALSE,52.7717604
2000,"Alaska","democrat","Al Gore",2000-09-20,7,48,FALSE,25.6906911111111
2000,"Alaska","democrat","Al Gore",2000-11-04,0,3,FALSE,28.0213305
2000,"Alaska","republican","George W. Bush",2000-09-20,7,48,FALSE,47.1993549111111
2000,"Alaska","republican","George W. Bush",2000-11-04,0,3,FALSE,50.99919875
2000,"Arizona","democrat","Al Gore",2000-02-16,38,265,TRUE,36.6350044
2000,"Arizona","democrat","Al Gore",2000-03-27,32,225,TRUE,37.0789034363636
2000,"Arizona","democrat","Al Gore",2000-05-21,24,170,TRUE,34.942804902439
2000,"Arizona","democrat","Al Gore",2000-07-01,18,129,TRUE,32.7468072972973
2000,"Arizona","democrat","Al Gore",2000-09-13,8,55,FALSE,34.34195625
2000,"Arizona","democrat","Al Gore",2000-09-17,7,51,FALSE,39.9242078888889
2000,"Arizona","democrat","Al Gore",2000-09-18,7,50,FALSE,40.6502734
2000,"Arizona","democrat","Al Gore",2000-09-19,7,49,FALSE,40.200574
2000,"Arizona","democrat","Al Gore",2000-10-06,5,32,FALSE,41.2274746666667
2000,"Arizona","democrat","Al Gore",2000-10-09,4,29,FALSE,40.5190101538462
2000,"Arizona","democrat","Al Gore",2000-10-22,2,16,FALSE,39.393899375
2000,"Arizona","democrat","Al Gore",2000-10-30,1,8,FALSE,39.767797
2000,"Arizona","democrat","Al Gore",2000-11-01,1,6,FALSE,39.5543026666667
2000,"Arizona","democrat","Al Gore",2000-11-04,0,3,FALSE,38.930099
2000,"Arizona","republican","George W. Bush",2000-02-16,38,265,TRUE,49.34044568
2000,"Arizona","republican","George W. Bush",2000-03-27,32,225,TRUE,46.6460868545455
2000,"Arizona","republican","George W. Bush",2000-05-21,24,170,TRUE,46.9914974390244
2000,"Arizona","republican","George W. Bush",2000-07-01,18,129,TRUE,46.4782859189189
2000,"Arizona","republican","George W. Bush",2000-09-13,8,55,FALSE,46.724189
2000,"Arizona","republican","George W. Bush",2000-09-17,7,51,FALSE,44.2355943
2000,"Arizona","republican","George W. Bush",2000-09-18,7,50,FALSE,44.349781
2000,"Arizona","republican","George W. Bush",2000-09-19,7,49,FALSE,44.1138944
2000,"Arizona","republican","George W. Bush",2000-10-06,5,32,FALSE,44.545515
2000,"Arizona","republican","George W. Bush",2000-10-09,4,29,FALSE,45.1234248461538
2000,"Arizona","republican","George W. Bush",2000-10-22,2,16,FALSE,47.06741375
2000,"Arizona","republican","George W. Bush",2000-10-30,1,8,FALSE,49.263155
2000,"Arizona","republican","George W. Bush",2000-11-01,1,6,FALSE,49.2659646666667
2000,"Arizona","republican","George W. Bush",2000-11-04,0,3,FALSE,51.4751645
2000,"Arkansas","democrat","Al Gore",2000-06-27,19,133,TRUE,36.0012130789474
2000,"Arkansas","democrat","Al Gore",2000-09-11,8,57,FALSE,37.9056568888889
2000,"Arkansas","democrat","Al Gore",2000-09-20,7,48,FALSE,40.330238875
2000,"Arkansas","democrat","Al Gore",2000-09-28,6,40,FALSE,41.3795920967742
2000,"Arkansas","democrat","Al Gore",2000-10-29,1,9,FALSE,42.373594
2000,"Arkansas","democrat","Al Gore",2000-10-30,1,8,FALSE,43.851871
2000,"Arkansas","democrat","Al Gore",2000-11-01,1,6,FALSE,43.9020595
2000,"Arkansas","democrat","Al Gore",2000-11-03,1,4,FALSE,44.2930852
2000,"Arkansas","republican","George W. Bush",2000-06-27,19,133,TRUE,46.0015068947368
2000,"Arkansas","republican","George W. Bush",2000-09-11,8,57,FALSE,44.0928772222222
2000,"Arkansas","republican","George W. Bush",2000-09-20,7,48,FALSE,43.99392475
2000,"Arkansas","republican","George W. Bush",2000-09-28,6,40,FALSE,44.4684727741936
2000,"Arkansas","republican","George W. Bush",2000-10-29,1,9,FALSE,44.688443
2000,"Arkansas","republican","George W. Bush",2000-10-30,1,8,FALSE,45.5251485
2000,"Arkansas","republican","George W. Bush",2000-11-01,1,6,FALSE,45.8197255
2000,"Arkansas","republican","George W. Bush",2000-11-03,1,4,FALSE,46.5538916
