poll_startdate,poll_enddate,approve,disapprove,unsure_NA,president,year
2015-09-09T00:00:00Z,2015-09-11T00:00:00Z,45,50,5,Barack Obama,2015
2015-09-08T00:00:00Z,2015-09-10T00:00:00Z,47,48,5,Barack Obama,2015
2015-09-08T00:00:00Z,2015-09-10T00:00:00Z,47,48,5,Barack Obama,2015
2015-09-06T00:00:00Z,2015-09-09T00:00:00Z,49,46,5,Barack Obama,2015
2015-09-06T00:00:00Z,2015-09-09T00:00:00Z,49,46,5,Barack Obama,2015
2015-09-05T00:00:00Z,2015-09-08T00:00:00Z,49,47,4,Barack Obama,2015
2015-09-05T00:00:00Z,2015-09-08T00:00:00Z,49,47,4,Barack Obama,2015
2015-09-04T00:00:00Z,2015-09-06T00:00:00Z,49,47,4,Barack Obama,2015
2015-09-04T00:00:00Z,2015-09-06T00:00:00Z,49,47,4,Barack Obama,2015
2015-09-03T00:00:00Z,2015-09-05T00:00:00Z,46,50,4,Barack Obama,2015
2015-09-03T00:00:00Z,2015-09-05T00:00:00Z,46,50,4,Barack Obama,2015
2015-09-02T00:00:00Z,2015-09-04T00:00:00Z,46,50,4,Barack Obama,2015
2015-09-02T00:00:00Z,2015-09-04T00:00:00Z,46,50,4,Barack Obama,2015
2015-09-01T00:00:00Z,2015-09-03T00:00:00Z,45,51,4,Barack Obama,2015
2015-09-01T00:00:00Z,2015-09-03T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-31T00:00:00Z,2015-09-02T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-31T00:00:00Z,2015-09-02T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-30T00:00:00Z,2015-09-01T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-30T00:00:00Z,2015-09-01T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-29T00:00:00Z,2015-08-31T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-29T00:00:00Z,2015-08-31T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-28T00:00:00Z,2015-08-30T00:00:00Z,47,48,5,Barack Obama,2015
2015-08-28T00:00:00Z,2015-08-30T00:00:00Z,47,48,5,Barack Obama,2015
2015-08-27T00:00:00Z,2015-08-29T00:00:00Z,46,50,4,Barack Obama,2015
2015-08-27T00:00:00Z,2015-08-29T00:00:00Z,46,50,4,Barack Obama,2015
2015-08-26T00:00:00Z,2015-08-28T00:00:00Z,46,51,3,Barack Obama,2015
2015-08-26T00:00:00Z,2015-08-28T00:00:00Z,46,51,3,Barack Obama,2015
2015-08-25T00:00:00Z,2015-08-27T00:00:00Z,45,52,3,Barack Obama,2015
2015-08-25T00:00:00Z,2015-08-27T00:00:00Z,45,52,3,Barack Obama,2015
2015-08-24T00:00:00Z,2015-08-26T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-24T00:00:00Z,2015-08-26T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-23T00:00:00Z,2015-08-25T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-23T00:00:00Z,2015-08-25T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-22T00:00:00Z,2015-08-24T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-22T00:00:00Z,2015-08-24T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-21T00:00:00Z,2015-08-23T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-21T00:00:00Z,2015-08-23T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-20T00:00:00Z,2015-08-22T00:00:00Z,42,53,5,Barack Obama,2015
2015-08-20T00:00:00Z,2015-08-22T00:00:00Z,42,53,5,Barack Obama,2015
2015-08-19T00:00:00Z,2015-08-21T00:00:00Z,43,53,4,Barack Obama,2015
2015-08-19T00:00:00Z,2015-08-21T00:00:00Z,43,53,4,Barack Obama,2015
2015-08-18T00:00:00Z,2015-08-20T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-18T00:00:00Z,2015-08-20T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-17T00:00:00Z,2015-08-19T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-17T00:00:00Z,2015-08-19T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-16T00:00:00Z,2015-08-18T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-16T00:00:00Z,2015-08-18T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-15T00:00:00Z,2015-08-17T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-15T00:00:00Z,2015-08-17T00:00:00Z,44,51,5,Barack Obama,2015
2015-08-14T00:00:00Z,2015-08-16T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-14T00:00:00Z,2015-08-16T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-13T00:00:00Z,2015-08-15T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-13T00:00:00Z,2015-08-15T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-12T00:00:00Z,2015-08-14T00:00:00Z,45,49,6,Barack Obama,2015
2015-08-12T00:00:00Z,2015-08-14T00:00:00Z,45,49,6,Barack Obama,2015
2015-08-11T00:00:00Z,2015-08-13T00:00:00Z,47,49,4,Barack Obama,2015
2015-08-11T00:00:00Z,2015-08-13T00:00:00Z,47,49,4,Barack Obama,2015
2015-08-10T00:00:00Z,2015-08-12T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-10T00:00:00Z,2015-08-12T00:00:00Z,46,49,5,Barack Obama,2015
2015-08-09T00:00:00Z,2015-08-11T00:00:00Z,49,47,4,Barack Obama,2015
2015-08-09T00:00:00Z,2015-08-11T00:00:00Z,49,47,4,Barack Obama,2015
2015-08-08T00:00:00Z,2015-08-10T00:00:00Z,48,48,4,Barack Obama,2015
2015-08-08T00:00:00Z,2015-08-10T00:00:00Z,48,48,4,Barack Obama,2015
2015-08-07T00:00:00Z,2015-08-09T00:00:00Z,47,49,4,Barack Obama,2015
2015-08-07T00:00:00Z,2015-08-09T00:00:00Z,47,49,4,Barack Obama,2015
2015-08-06T00:00:00Z,2015-08-08T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-06T00:00:00Z,2015-08-08T00:00:00Z,45,50,5,Barack Obama,2015
2015-08-05T00:00:00Z,2015-08-07T00:00:00Z,44,52,4,Barack Obama,2015
2015-08-05T00:00:00Z,2015-08-07T00:00:00Z,44,52,4,Barack Obama,2015
2015-08-04T00:00:00Z,2015-08-06T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-04T00:00:00Z,2015-08-06T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-03T00:00:00Z,2015-08-05T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-03T00:00:00Z,2015-08-05T00:00:00Z,45,51,4,Barack Obama,2015
2015-08-02T00:00:00Z,2015-08-04T00:00:00Z,46,50,4,Barack Obama,2015
2015-08-02T00:00:00Z,2015-08-04T00:00:00Z,46,50,4,Barack Obama,2015
2015-08-01T00:00:00Z,2015-08-03T00:00:00Z,46,50,4,Barack Obama,2015
2015-08-01T00:00:00Z,2015-08-03T00:00:00Z,46,50,4,Barack Obama,2015
2015-07-31T00:00:00Z,2015-08-02T00:00:00Z,47,49,4,Barack Obama,2015
2015-07-31T00:00:00Z,2015-08-02T00:00:00Z,47,49,4,Barack Obama,2015
2015-07-30T00:00:00Z,2015-08-01T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-30T00:00:00Z,2015-08-01T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-29T00:00:00Z,2015-07-31T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-29T00:00:00Z,2015-07-31T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-28T00:00:00Z,2015-07-30T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-28T00:00:00Z,2015-07-30T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-27T00:00:00Z,2015-07-29T00:00:00Z,45,49,6,Barack Obama,2015
2015-07-27T00:00:00Z,2015-07-29T00:00:00Z,45,49,6,Barack Obama,2015
2015-07-26T00:00:00Z,2015-07-28T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-26T00:00:00Z,2015-07-28T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-25T00:00:00Z,2015-07-27T00:00:00Z,44,50,6,Barack Obama,2015
2015-07-25T00:00:00Z,2015-07-27T00:00:00Z,44,50,6,Barack Obama,2015
2015-07-24T00:00:00Z,2015-07-26T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-24T00:00:00Z,2015-07-26T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-23T00:00:00Z,2015-07-25T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-23T00:00:00Z,2015-07-25T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-22T00:00:00Z,2015-07-24T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-22T00:00:00Z,2015-07-24T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-21T00:00:00Z,2015-07-23T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-21T00:00:00Z,2015-07-23T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-20T00:00:00Z,2015-07-22T00:00:00Z,45,50,5,Barack Obama,2015
2015-07-20T00:00:00Z,2015-07-22T00:00:00Z,45,50,5,Barack Obama,2015
2015-07-19T00:00:00Z,2015-07-21T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-19T00:00:00Z,2015-07-21T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-18T00:00:00Z,2015-07-20T00:00:00Z,45,50,5,Barack Obama,2015
2015-07-18T00:00:00Z,2015-07-20T00:00:00Z,45,50,5,Barack Obama,2015
2015-07-17T00:00:00Z,2015-07-19T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-17T00:00:00Z,2015-07-19T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-16T00:00:00Z,2015-07-18T00:00:00Z,46,48,6,Barack Obama,2015
2015-07-16T00:00:00Z,2015-07-18T00:00:00Z,46,48,6,Barack Obama,2015
2015-07-15T00:00:00Z,2015-07-17T00:00:00Z,47,47,6,Barack Obama,2015
2015-07-15T00:00:00Z,2015-07-17T00:00:00Z,47,47,6,Barack Obama,2015
2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,46,48,6,Barack Obama,2015
2015-07-14T00:00:00Z,2015-07-16T00:00:00Z,46,48,6,Barack Obama,2015
2015-07-13T00:00:00Z,2015-07-15T00:00:00Z,45,49,6,Barack Obama,2015
2015-07-13T00:00:00Z,2015-07-15T00:00:00Z,45,49,6,Barack Obama,2015
2015-07-12T00:00:00Z,2015-07-14T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-12T00:00:00Z,2015-07-14T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-11T00:00:00Z,2015-07-13T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-11T00:00:00Z,2015-07-13T00:00:00Z,46,49,5,Barack Obama,2015
2015-07-10T00:00:00Z,2015-07-12T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-10T00:00:00Z,2015-07-12T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-09T00:00:00Z,2015-07-11T00:00:00Z,45,49,6,Barack Obama,2015
2015-07-09T00:00:00Z,2015-07-11T00:00:00Z,45,49,6,Barack Obama,2015
2015-07-08T00:00:00Z,2015-07-10T00:00:00Z,46,50,4,Barack Obama,2015
2015-07-08T00:00:00Z,2015-07-10T00:00:00Z,46,50,4,Barack Obama,2015
2015-07-07T00:00:00Z,2015-07-09T00:00:00Z,44,51,5,Barack Obama,2015
2015-07-07T00:00:00Z,2015-07-09T00:00:00Z,44,51,5,Barack Obama,2015
2015-07-06T00:00:00Z,2015-07-08T00:00:00Z,46,50,4,Barack Obama,2015
2015-07-06T00:00:00Z,2015-07-08T00:00:00Z,46,50,4,Barack Obama,2015
2015-07-05T00:00:00Z,2015-07-07T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-05T00:00:00Z,2015-07-07T00:00:00Z,47,48,5,Barack Obama,2015
2015-07-03T00:00:00Z,2015-07-06T00:00:00Z,48,47,5,Barack Obama,2015
2015-07-03T00:00:00Z,2015-07-06T00:00:00Z,48,47,5,Barack Obama,2015
2015-07-02T00:00:00Z,2015-07-05T00:00:00Z,46,48,6,Barack Obama,2015
2015-07-02T00:00:00Z,2015-07-05T00:00:00Z,46,48,6,Barack Obama,2015
2015-07-01T00:00:00Z,2015-07-03T00:00:00Z,45,50,5,Barack Obama,2015
2015-07-01T00:00:00Z,2015-07-03T00:00:00Z,45,50,5,Barack Obama,2015
2015-06-30T00:00:00Z,2015-07-02T00:00:00Z,44,51,5,Barack Obama,2015
2015-06-30T00:00:00Z,2015-07-02T00:00:00Z,44,51,5,Barack Obama,2015
2015-06-29T00:00:00Z,2015-07-01T00:00:00Z,45,51,4,Barack Obama,2015
2015-06-29T00:00:00Z,2015-07-01T00:00:00Z,45,51,4,Barack Obama,2015
2015-06-28T00:00:00Z,2015-06-30T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-28T00:00:00Z,2015-06-30T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-27T00:00:00Z,2015-06-29T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-27T00:00:00Z,2015-06-29T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-26T00:00:00Z,2015-06-28T00:00:00Z,48,47,5,Barack Obama,2015
2015-06-26T00:00:00Z,2015-06-28T00:00:00Z,48,47,5,Barack Obama,2015
2015-06-25T00:00:00Z,2015-06-27T00:00:00Z,47,49,4,Barack Obama,2015
2015-06-25T00:00:00Z,2015-06-27T00:00:00Z,47,49,4,Barack Obama,2015
2015-06-24T00:00:00Z,2015-06-26T00:00:00Z,47,49,4,Barack Obama,2015
2015-06-24T00:00:00Z,2015-06-26T00:00:00Z,47,49,4,Barack Obama,2015
2015-06-23T00:00:00Z,2015-06-25T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-23T00:00:00Z,2015-06-25T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-22T00:00:00Z,2015-06-24T00:00:00Z,46,49,5,Barack Obama,2015
2015-06-22T00:00:00Z,2015-06-24T00:00:00Z,46,49,5,Barack Obama,2015
2015-06-21T00:00:00Z,2015-06-23T00:00:00Z,46,48,6,Barack Obama,2015
2015-06-21T00:00:00Z,2015-06-23T00:00:00Z,46,48,6,Barack Obama,2015
2015-06-20T00:00:00Z,2015-06-22T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-20T00:00:00Z,2015-06-22T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-19T00:00:00Z,2015-06-21T00:00:00Z,45,50,5,Barack Obama,2015
2015-06-19T00:00:00Z,2015-06-21T00:00:00Z,45,50,5,Barack Obama,2015
2015-06-18T00:00:00Z,2015-06-20T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-18T00:00:00Z,2015-06-20T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-17T00:00:00Z,2015-06-19T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-17T00:00:00Z,2015-06-19T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-16T00:00:00Z,2015-06-18T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-16T00:00:00Z,2015-06-18T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-15T00:00:00Z,2015-06-17T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-15T00:00:00Z,2015-06-17T00:00:00Z,44,50,6,Barack Obama,2015
2015-06-14T00:00:00Z,2015-06-16T00:00:00Z,47,47,6,Barack Obama,2015
2015-06-14T00:00:00Z,2015-06-16T00:00:00Z,47,47,6,Barack Obama,2015
2015-06-13T00:00:00Z,2015-06-15T00:00:00Z,46,48,6,Barack Obama,2015
2015-06-13T00:00:00Z,2015-06-15T00:00:00Z,46,48,6,Barack Obama,2015
2015-06-12T00:00:00Z,2015-06-14T00:00:00Z,47,48,5,Barack Obama,2015
2015-06-12T00:00:00Z,2015-06-14T00:00:00Z,47,48,5,Barack Obama,2015
2015-06-11T00:00:00Z,2015-06-13T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-11T00:00:00Z,2015-06-13T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-10T00:00:00Z,2015-06-12T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-10T00:00:00Z,2015-06-12T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-09T00:00:00Z,2015-06-11T00:00:00Z,44,51,5,Barack Obama,2015
2015-06-09T00:00:00Z,2015-06-11T00:00:00Z,44,51,5,Barack Obama,2015
2015-06-08T00:00:00Z,2015-06-10T00:00:00Z,43,51,6,Barack Obama,2015
2015-06-08T00:00:00Z,2015-06-10T00:00:00Z,43,51,6,Barack Obama,2015
2015-06-07T00:00:00Z,2015-06-09T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-07T00:00:00Z,2015-06-09T00:00:00Z,45,49,6,Barack Obama,2015
2015-06-06T00:00:00Z,2015-06-08T00:00:00Z,49,46,5,Barack Obama,2015
2015-06-06T00:00:00Z,2015-06-08T00:00:00Z,49,46,5,Barack Obama,2015
2015-06-05T00:00:00Z,2015-06-07T00:00:00Z,46,48,6,Barack Obama,2015
2015-06-05T00:00:00Z,2015-06-07T00:00:00Z,46,48,6,Barack Obama,2015
2015-06-04T00:00:00Z,2015-06-06T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-04T00:00:00Z,2015-06-06T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-03T00:00:00Z,2015-06-05T00:00:00Z,45,50,5,Barack Obama,2015
2015-06-03T00:00:00Z,2015-06-05T00:00:00Z,45,50,5,Barack Obama,2015
2015-06-01T00:00:00Z,2015-06-04T00:00:00Z,46,50,4,Barack Obama,2015
2015-06-01T00:00:00Z,2015-06-04T00:00:00Z,46,50,4,Barack Obama,2015
2015-05-31T00:00:00Z,2015-06-03T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-31T00:00:00Z,2015-06-03T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-30T00:00:00Z,2015-06-01T00:00:00Z,47,48,5,Barack Obama,2015
2015-05-30T00:00:00Z,2015-06-01T00:00:00Z,47,48,5,Barack Obama,2015
2015-05-29T00:00:00Z,2015-05-31T00:00:00Z,49,47,4,Barack Obama,2015
2015-05-29T00:00:00Z,2015-05-31T00:00:00Z,49,47,4,Barack Obama,2015
2015-05-28T00:00:00Z,2015-05-30T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-28T00:00:00Z,2015-05-30T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-27T00:00:00Z,2015-05-29T00:00:00Z,47,48,5,Barack Obama,2015
2015-05-27T00:00:00Z,2015-05-29T00:00:00Z,47,48,5,Barack Obama,2015
2015-05-26T00:00:00Z,2015-05-28T00:00:00Z,45,49,6,Barack Obama,2015
2015-05-26T00:00:00Z,2015-05-28T00:00:00Z,45,49,6,Barack Obama,2015
2015-05-25T00:00:00Z,2015-05-27T00:00:00Z,45,49,6,Barack Obama,2015
2015-05-25T00:00:00Z,2015-05-27T00:00:00Z,45,49,6,Barack Obama,2015
2015-05-24T00:00:00Z,2015-05-26T00:00:00Z,44,51,5,Barack Obama,2015
2015-05-24T00:00:00Z,2015-05-26T00:00:00Z,44,51,5,Barack Obama,2015
2015-05-23T00:00:00Z,2015-05-25T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-23T00:00:00Z,2015-05-25T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-22T00:00:00Z,2015-05-24T00:00:00Z,49,47,4,Barack Obama,2015
2015-05-22T00:00:00Z,2015-05-24T00:00:00Z,49,47,4,Barack Obama,2015
2015-05-21T00:00:00Z,2015-05-23T00:00:00Z,49,47,4,Barack Obama,2015
2015-05-21T00:00:00Z,2015-05-23T00:00:00Z,49,47,4,Barack Obama,2015
2015-05-20T00:00:00Z,2015-05-22T00:00:00Z,45,50,5,Barack Obama,2015
2015-05-20T00:00:00Z,2015-05-22T00:00:00Z,45,50,5,Barack Obama,2015
2015-05-19T00:00:00Z,2015-05-21T00:00:00Z,42,53,5,Barack Obama,2015
2015-05-19T00:00:00Z,2015-05-21T00:00:00Z,42,53,5,Barack Obama,2015
2015-05-18T00:00:00Z,2015-05-20T00:00:00Z,43,51,6,Barack Obama,2015
2015-05-18T00:00:00Z,2015-05-20T00:00:00Z,43,51,6,Barack Obama,2015
2015-05-17T00:00:00Z,2015-05-19T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-17T00:00:00Z,2015-05-19T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-16T00:00:00Z,2015-05-18T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-16T00:00:00Z,2015-05-18T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-15T00:00:00Z,2015-05-17T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-15T00:00:00Z,2015-05-17T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-14T00:00:00Z,2015-05-16T00:00:00Z,48,48,4,Barack Obama,2015
2015-05-14T00:00:00Z,2015-05-16T00:00:00Z,48,48,4,Barack Obama,2015
2015-05-13T00:00:00Z,2015-05-15T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-13T00:00:00Z,2015-05-15T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-12T00:00:00Z,2015-05-14T00:00:00Z,46,50,4,Barack Obama,2015
2015-05-12T00:00:00Z,2015-05-14T00:00:00Z,46,50,4,Barack Obama,2015
2015-05-11T00:00:00Z,2015-05-13T00:00:00Z,45,49,6,Barack Obama,2015
2015-05-11T00:00:00Z,2015-05-13T00:00:00Z,45,49,6,Barack Obama,2015
2015-05-10T00:00:00Z,2015-05-12T00:00:00Z,46,48,6,Barack Obama,2015
2015-05-10T00:00:00Z,2015-05-12T00:00:00Z,46,48,6,Barack Obama,2015
2015-05-09T00:00:00Z,2015-05-11T00:00:00Z,46,48,6,Barack Obama,2015
2015-05-09T00:00:00Z,2015-05-11T00:00:00Z,46,48,6,Barack Obama,2015
2015-05-08T00:00:00Z,2015-05-10T00:00:00Z,47,47,6,Barack Obama,2015
2015-05-08T00:00:00Z,2015-05-10T00:00:00Z,47,47,6,Barack Obama,2015
2015-05-07T00:00:00Z,2015-05-09T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-07T00:00:00Z,2015-05-09T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-06T00:00:00Z,2015-05-08T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-06T00:00:00Z,2015-05-08T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-05T00:00:00Z,2015-05-07T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-05T00:00:00Z,2015-05-07T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-04T00:00:00Z,2015-05-06T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-04T00:00:00Z,2015-05-06T00:00:00Z,48,47,5,Barack Obama,2015
2015-05-03T00:00:00Z,2015-05-05T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-03T00:00:00Z,2015-05-05T00:00:00Z,47,49,4,Barack Obama,2015
2015-05-02T00:00:00Z,2015-05-04T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-02T00:00:00Z,2015-05-04T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-01T00:00:00Z,2015-05-03T00:00:00Z,46,49,5,Barack Obama,2015
2015-05-01T00:00:00Z,2015-05-03T00:00:00Z,46,49,5,Barack Obama,2015
2015-04-30T00:00:00Z,2015-05-02T00:00:00Z,48,48,4,Barack Obama,2015
2015-04-30T00:00:00Z,2015-05-02T00:00:00Z,48,48,4,Barack Obama,2015
2015-04-29T00:00:00Z,2015-05-01T00:00:00Z,47,49,4,Barack Obama,2015
2015-04-29T00:00:00Z,2015-05-01T00:00:00Z,47,49,4,Barack Obama,2015
2015-04-28T00:00:00Z,2015-04-30T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-28T00:00:00Z,2015-04-30T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-27T00:00:00Z,2015-04-29T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-27T00:00:00Z,2015-04-29T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-26T00:00:00Z,2015-04-28T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-26T00:00:00Z,2015-04-28T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-25T00:00:00Z,2015-04-27T00:00:00Z,46,48,6,Barack Obama,2015
2015-04-25T00:00:00Z,2015-04-27T00:00:00Z,46,48,6,Barack Obama,2015
2015-04-24T00:00:00Z,2015-04-26T00:00:00Z,46,48,6,Barack Obama,2015
2015-04-24T00:00:00Z,2015-04-26T00:00:00Z,46,48,6,Barack Obama,2015
2015-04-23T00:00:00Z,2015-04-25T00:00:00Z,46,48,6,Barack Obama,2015
2015-04-23T00:00:00Z,2015-04-25T00:00:00Z,46,48,6,Barack Obama,2015
2015-04-22T00:00:00Z,2015-04-24T00:00:00Z,47,48,5,Barack Obama,2015
2015-04-22T00:00:00Z,2015-04-24T00:00:00Z,47,48,5,Barack Obama,2015
2015-04-21T00:00:00Z,2015-04-23T00:00:00Z,45,49,6,Barack Obama,2015
2015-04-21T00:00:00Z,2015-04-23T00:00:00Z,45,49,6,Barack Obama,2015
2015-04-20T00:00:00Z,2015-04-22T00:00:00Z,44,50,6,Barack Obama,2015
2015-04-20T00:00:00Z,2015-04-22T00:00:00Z,44,50,6,Barack Obama,2015
2015-04-19T00:00:00Z,2015-04-21T00:00:00Z,45,50,5,Barack Obama,2015
2015-04-19T00:00:00Z,2015-04-21T00:00:00Z,45,50,5,Barack Obama,2015
2015-04-18T00:00:00Z,2015-04-20T00:00:00Z,46,50,4,Barack Obama,2015
2015-04-18T00:00:00Z,2015-04-20T00:00:00Z,46,50,4,Barack Obama,2015
2015-04-17T00:00:00Z,2015-04-19T00:00:00Z,45,51,4,Barack Obama,2015
2015-04-17T00:00:00Z,2015-04-19T00:00:00Z,45,51,4,Barack Obama,2015
2015-04-16T00:00:00Z,2015-04-18T00:00:00Z,44,51,5,Barack Obama,2015
2015-04-16T00:00:00Z,2015-04-18T00:00:00Z,44,51,5,Barack Obama,2015
2015-04-15T00:00:00Z,2015-04-17T00:00:00Z,45,51,4,Barack Obama,2015
2015-04-15T00:00:00Z,2015-04-17T00:00:00Z,45,51,4,Barack Obama,2015
2015-04-14T00:00:00Z,2015-04-16T00:00:00Z,47,50,3,Barack Obama,2015
2015-04-14T00:00:00Z,2015-04-16T00:00:00Z,47,50,3,Barack Obama,2015
2015-04-13T00:00:00Z,2015-04-15T00:00:00Z,47,50,3,Barack Obama,2015
2015-04-13T00:00:00Z,2015-04-15T00:00:00Z,47,50,3,Barack Obama,2015
2015-04-12T00:00:00Z,2015-04-14T00:00:00Z,46,49,5,Barack Obama,2015
2015-04-12T00:00:00Z,2015-04-14T00:00:00Z,46,49,5,Barack Obama,2015
2015-04-11T00:00:00Z,2015-04-13T00:00:00Z,45,50,5,Barack Obama,2015
2015-04-11T00:00:00Z,2015-04-13T00:00:00Z,45,50,5,Barack Obama,2015
2015-04-10T00:00:00Z,2015-04-12T00:00:00Z,47,49,4,Barack Obama,2015
2015-04-10T00:00:00Z,2015-04-12T00:00:00Z,47,49,4,Barack Obama,2015
2015-04-09T00:00:00Z,2015-04-11T00:00:00Z,48,48,4,Barack Obama,2015
2015-04-09T00:00:00Z,2015-04-11T00:00:00Z,48,48,4,Barack Obama,2015
2015-04-08T00:00:00Z,2015-04-10T00:00:00Z,49,47,4,Barack Obama,2015
2015-04-08T00:00:00Z,2015-04-10T00:00:00Z,49,47,4,Barack Obama,2015
