president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,10/30/2020,6/25/2019,6/26/2019,YouGov,B,1000,a,.12544978,0,40,53,40.925418,54.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8u4w4uwxno/tabs_Trump_Tweets_20190625.pdf,58558,98576,6/27/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/25/2019,6/28/2019,HarrisX,C,3001,rv,.05551579,0,44,56,39.83127,55.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQievEzs1dTj2UiimtITdPAOpu4mXfNXSu0K0K61a_vc7Zq3qUjGfsV1j8GWRddQbHSXzQAp2Af5HQb/pubhtml/sheet?headers=false&gid=0,58571,98691,7/1/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/26/2019,6/27/2019,YouGov,B,1000,a,.12650717,0,44,48,44.925418,49.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dgki0w754w/tabs_Trump_Tweets_20190626.pdf,58562,98593,6/28/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/27/2019,6/28/2019,YouGov,B,1000,a,.12650717,0,42,52,42.925418,53.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n622u79g3n/tabs_Trump_Tweets_20190627.pdf,58568,98616,6/29/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/26/2019,6/30/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07207641,0,47,51,41.590449,52.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58577,98722,7/1/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/26/2019,6/29/2019,HarrisX,C,3000,rv,.05649161,0,45,55,40.83127,54.319017,"",T,https://scottrasmussen.com/toplines/,58578,98738,7/1/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/26/2019,6/29/2019,Harris Poll,C,2182,rv,.16435293,0,44,56,39.83127,55.319017,"","",https://harvardharrispoll.com/wp-content/uploads/2019/07/HHP_June2019_RVs_Topline.pdf,58598,98914,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/27/2019,6/30/2019,HarrisX,C,3000,rv,.0576476,0,45,55,40.83127,54.319017,"",T,https://scottrasmussen.com/toplines/,58579,98739,7/1/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/28/2019,6/29/2019,YouGov,B,1000,a,.12585665,0,41,51,41.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8utr6jpprq/tabs_Trump_Tweets_20190628.pdf,58573,98685,6/30/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/27/2019,7/1/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21502382,0,48,51,42.590449,52.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58593,98908,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/28/2019,6/30/2019,CNN/SSRS,B/C,1613,a,1.637941,0,43,52,43.93176,51.29961,"","","https://cdn.cnn.com/cnn/2019/images/07/02/rel8b.-.trump,.immigration.pdf",58580,98916,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/29/2019,6/30/2019,Winston Group,B/C,1000,rv,1.0421213,0,42,51,42.479303,52.84975,"","",https://www.winningtheissues.org/wp-content/uploads/2019/10/Winning-the-Issues-June-II-2019-National-Survey.pdf,66590,124080,5/29/2020,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/29/2019,6/30/2019,YouGov,B,1000,a,.12521771,0,40,53,40.925418,54.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x2q4hu85rr/tabs_Trump_Tweets_20190629.pdf,58575,98688,7/1/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/29/2019,7/1/2019,Morning Consult,B/C,2200,a,.21047306,0,41,54,40.447003,55.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190675_crosstabs_NEW_YEARS_Adults_v1_MK.pdf,58621,99082,7/8/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/29/2019,7/1/2019,Morning Consult,B/C,1860,a,.17794541,0,37,57,36.447003,58.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190674_crosstabs_HOLLYWOOD_Adults_v2_BH.pdf,58588,98803,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/28/2019,7/1/2019,HarrisX,C,3002,rv,.05826902,0,46,54,41.83127,53.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRM3swfevFo4852Mb0LDhuovi6ZPdLNiVNrjZoQiDDunOBAdV4z4AeBNX596IgxYwGAfdYKTPY4Rri0/pubhtml/sheet?headers=false&gid=0,58582,98776,7/1/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/28/2019,7/2/2019,Ipsos,B-,2221,a,.90531259,0,41,55,42.17616,53.667619,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-07/2019_reuters_tracking_-_core_political_democratic_primary_tracker_07_03_2019.pdf,58603,99051,7/3/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/28/2019,7/1/2019,ABC News/The Washington Post,A+,1008,a,2.1380459,0,44,53,44.693034,51.717654,"","",https://www.washingtonpost.com/context/washington-post-abc-news-poll-june-28-july-1-2019/23419a67-9e70-42e3-a96d-65d92555e29b/,58602,99060,7/7/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/29/2019,7/1/2019,Morning Consult,B/C,1538,rv,.14713981,0,42.5,53,41.947003,54.219806,*,"",https://morningconsult.com/wp-content/uploads/2019/07/190672_topline_POLITICO_RVs_v3_BH.pdf,58589,98804,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/30/2019,7/2/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.35804208,0,49,50,43.590449,51.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58608,99046,7/3/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/30/2019,7/1/2019,YouGov,B,1000,a,.12459002,0,42,51,42.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/44fej5m59k/tabs_Trump_Tweets_20190630.pdf,58594,98909,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/29/2019,7/2/2019,HarrisX,C,3000,rv,.05894406,0,46,54,41.83127,53.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSbncoEPl6sc1H-lkXKAs8ckcqUte_XUw8gGifzuM3OabloiYjhMuSHzzAgYyIl0aGsrEuBTdjihWQB/pubhtml/sheet?headers=false&gid=0,58599,98930,7/2/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/30/2019,7/2/2019,YouGov,B,1500,a,.18688503,0,41,49,41.925418,50.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4ggh3e3308/econTabReport.pdf,58606,98941,7/3/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,6/30/2019,7/3/2019,HarrisX,C,3000,rv,.05965478,0,47,53,42.83127,52.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTm-9iUoFLA64AADLgjVXT-77l1ezB7FMb8kY8DOUPT3Bp4_MKIOwIUgjRzJ5LFUWiDRqoq7m5at7Jq/pubhtml/sheet?headers=false&gid=0,58611,99050,7/3/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/1/2019,7/2/2019,Morning Consult,B/C,2200,a,.23008599,0,41,53,40.447003,54.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190701_crosstabs_ESPY_Adults_v1_JB.pdf,58620,99081,7/8/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/1/2019,7/2/2019,YouGov,B,1000,a,.12521771,0,44,49,44.925418,50.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fruxb8fbnl/tabs_Trump_Tweets_20190701.pdf,58613,99054,7/7/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/2/2019,7/3/2019,YouGov,B,1000,a,.12585665,0,42,51,42.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4vv5bykyu2/tabs_Trump_Tweets_20190702.pdf,58614,99056,7/7/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/1/2019,7/4/2019,HarrisX,C,3000,rv,.0601482,0,46,54,41.83127,53.319017,"",T,https://scottrasmussen.com/toplines/,58619,99079,7/8/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/1/2019,7/7/2019,SurveyMonkey,D-,2662,a,.1485309,0,46,51,43.537165,50.278178,"","",https://www.surveymonkey.com/curiosity/nyt-july-2019-cci/,58703,99523,7/21/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/2/2019,7/5/2019,HarrisX,C,3002,rv,.06074697,0,45,55,40.83127,54.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR3pKIbMJYylxn6hbQKu5kUA2FIiT988-NZL1agTCInGXzB9YTByfkFs-IeYS5l0ikPe0mx3IWOoEIC/pubhtml/sheet?headers=false&gid=0,58612,99053,7/7/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/4/2019,7/4/2019,YouGov,B,1000,a,.12650717,0,42,50,42.925418,51.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bv5kxrgj32/tabs_Trump_Tweets_20190703.pdf,58615,99058,7/7/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/4/2019,7/5/2019,YouGov,B,1000,a,.12650717,0,45,49,45.925418,50.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hlzl7td76d/tabs_Trump_Tweets_20190704.pdf,58629,99099,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/3/2019,7/6/2019,HarrisX,C,3000,rv,.06128051,0,45,55,40.83127,54.319017,"",T,https://scottrasmussen.com/toplines/,58627,99097,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/3/2019,7/7/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07455137,0,50,49,44.590449,50.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58617,99077,7/8/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/4/2019,7/8/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22231823,0,49,51,43.590449,52.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58625,99094,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/5/2019,7/6/2019,YouGov,B,1000,a,.12585665,0,43,51,43.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uiqetf24jx/tabs_Trump_Tweets_20190705.pdf,58630,99101,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/4/2019,7/7/2019,HarrisX,C,3000,rv,.06183451,0,45,55,40.83127,54.319017,"",T,https://scottrasmussen.com/toplines/,58628,99098,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/3/2019,7/8/2019,Public Policy Polling,B,604,rv,.9781892,0,42,52,41.566585,52.224714,"","",https://www.publicpolicypolling.com/wp-content/uploads/2019/07/RapinoeTrumpResults.pdf,58626,99095,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/5/2019,7/8/2019,HarrisX,C,3006,rv,.06162931,0,45,55,40.83127,54.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRyB2x3miTxb3wBxDE8EQpq-Z8nLTwfL-jPVdCbr_cGPwymrKpoU44ZjIIridzvdpBpetNMPpYaWx-Y/pubhtml/sheet?headers=false&gid=0,58622,99083,7/8/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/6/2019,7/8/2019,Emerson College,A-,1100,rv,1.5568441,0,44.2,47.9,42.854812,50.736031,"","",https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-lead-in-democratic-primary-trump-closes-the-gap-in-the-general-election,58623,99084,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/6/2019,7/7/2019,YouGov,B,1000,a,.12528121,0,42,52,42.925418,53.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2m2hbe1h6e/tabs_Trump_Tweets_20190706.pdf,58631,99103,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/1/2019,7/12/2019,Gallup,B,1525,a,1.2994649,0,44,51,44.730184,49.626503,"","",https://news.gallup.com/poll/260780/trump-averages-job-approval-10th-quarter.aspx,58684,99465,7/18/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/7/2019,7/9/2019,NBC News/The Wall Street Journal,A-,800,rv,1.3825668,0,45,52,44.252576,52.810781,"","",https://www.nbcnews.com/politics/meet-the-press/trump-trails-biden-warren-sanders-new-nbc-news-wall-street-n1029646,58646,99304,7/14/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/6/2019,7/9/2019,HarrisX,C,3006,rv,.06125684,0,45,55,40.83127,54.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOVdIjZYGD7uHi4aclUTzvdKQUk93CDrEZjr_VrjcHu_-A7O-LNQPyUBJiFGrB0MemXCKWa0DH0Wqj/pubhtml/sheet?headers=false&gid=0,58633,99131,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/7/2019,7/9/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12338795,0,49,50,43.590449,51.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58635,99134,7/10/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/7/2019,7/8/2019,YouGov,B,1000,a,.12465352,0,43,51,43.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fw120yze6k/tabs_Trump_Tweets_20190707.pdf,58632,99105,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/7/2019,7/9/2019,YouGov,B,1500,a,.18698028,0,40,51,40.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/al25duedar/econTabReport.pdf,58637,99136,7/10/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/8/2019,7/10/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12387924,0,48,51,42.590449,52.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58640,99221,7/11/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/8/2019,7/9/2019,Ipsos,B-,1115,a,.46501874,0,41,54,42.17616,52.667619,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-07/2019_reuters_tracking_-_core_political_party_strength_matchups_07_10_2019.pdf,58634,99132,7/9/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/8/2019,7/10/2019,Morning Consult,B/C,2200,a,.22877004,0,38,56,37.447003,57.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190710_crosstabs_HOLLYWOOD_Adults_v4.pdf,58649,99638,7/23/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/5/2019,7/12/2019,HarrisX,C,7009,rv,.2839688,0,46,54,41.83127,53.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSUCS40xJONRaSpMpeY6oDUPfO0qxeXH-K4rA6ziIBsghY4OLYVhf_IdtWo_EmYHW7vvDtOA4wHtn6W/pubhtml/sheet?headers=false&gid=0,58654,99299,7/13/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/7/2019,7/10/2019,HarrisX,C,3005,rv,.06087361,0,45,55,40.83127,54.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQnUuaH1SoyUGoygDs7QDaLeSFpmYYhIq-SThpPEDIzPNGhmHMEvl8YBRK0VvHBPJVUYlwS26tbNXGn/pubhtml/sheet?headers=false&gid=0,58638,99138,7/10/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/8/2019,7/9/2019,YouGov,B,1000,a,.12528121,0,41,52,41.925418,53.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/i4vnk5jzw1/tabs_Trump_Tweets_20190708.pdf,58639,99139,7/10/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/8/2019,7/9/2019,HarrisX,C,1001,rv,.08111079,0,47,53,42.83127,52.319017,"","",https://thehill.com/hilltv/what-americas-thinking/452448-trump-approval-ticks-up-to-47-percent,58636,99135,7/10/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/2/2019,7/16/2019,SurveyMonkey,D-,13553,rv,.59914118,0,48,51,45.537165,50.278178,"","",https://www.documentcloud.org/documents/6206543-NBC-News-SurveyMonkey-National-Poll-Toplines.html,58689,99472,7/19/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/9/2019,7/10/2019,YouGov,B,1000,a,.12592015,0,43,50,43.925418,51.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6h8moi2zrz/tabs_Trump_Tweets_20190709.pdf,58641,99222,7/11/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/8/2019,7/11/2019,HarrisX,C,3003,rv,0,0,46,54,41.83127,53.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRl1ewKeZe1yH9P--V_KqVhOueDAFA5ONtvzRJI6-wPTacnUAPxIPa2DBAxTUbKVh9CTx8z1oMUyhoS/pubhtml/sheet?headers=false&gid=0,58647,99290,7/11/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/9/2019,7/11/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12412749,0,46,52,40.590449,53.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58651,99296,7/12/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/11/2019,7/11/2019,YouGov,B,1000,a,.12657067,0,45,49,45.925418,50.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/l69si61xzl/tabs_Trump_Tweets_20190710.pdf,58650,99293,7/12/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/9/2019,7/12/2019,HarrisX,C,3002,rv,.06304868,0,46,54,41.83127,53.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRRzQNOfohoAasiQ8CHDD6nIbquyy2ZVYgUES8Wtw3auxlXr_o1kFyzTmfu2LBpq77NP2amFugKtFwS/pubhtml/sheet?headers=false&gid=0,58653,99298,7/12/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/11/2019,7/12/2019,YouGov,B,1000,a,.12657067,0,42,49,42.925418,50.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/87k2lebi6q/tabs_Trump_Tweets_20190711.pdf,58655,99300,7/13/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/11/2019,7/12/2019,Morning Consult,B/C,2201,a,.20426208,0,41,53,40.447003,54.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190718_crosstabs_HOLLYWOOD_Adults_v2_JB.pdf,58671,99364,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/10/2019,7/14/2019,GBAO,B/C,1200,rv,1.3673043,0,42,57,42.086932,55.172985,"","",https://cdn.americanprogress.org/content/uploads/2019/07/29142002/FP-condensed.pdf,58779,100057,7/31/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/10/2019,7/13/2019,HarrisX,C,3000,rv,.06379084,0,47,53,42.83127,52.319017,"",T,https://scottrasmussen.com/toplines/,58668,99334,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/10/2019,7/14/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07455137,0,46,52,40.590449,53.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58659,99314,7/15/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/11/2019,7/15/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22026521,0,48,50,42.590449,51.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58667,99333,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/12/2019,7/13/2019,YouGov,B,1000,a,.12592015,0,43,51,43.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bm8rsghe2c/tabs_Trump_Tweets_20190712.pdf,58656,99305,7/14/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/11/2019,7/14/2019,Global Strategy Group/GBAO (Navigator Research),"",1122,rv,.87338707,0,43,56,43.732757,53.656956,"","",https://navigatorresearch.org/wp-content/uploads/2019/08/Navigator-July-Tracker-Topline-F8.2.19.pdf,58739,99777,7/26/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/12/2019,7/14/2019,Morning Consult,B/C,2200,a,.19717341,0,38,56,37.447003,57.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190719_crosstabs_HOLLYWOOD_Adults_v1_JB.pdf,58672,99637,7/23/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/11/2019,7/14/2019,HarrisX,C,3000,rv,.06361409,0,47,53,42.83127,52.319017,"",T,https://scottrasmussen.com/toplines/,58669,99335,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/13/2019,7/14/2019,YouGov,B,1000,a,.12528121,0,42,51,42.925418,52.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ceef98x1yo/tabs_Trump_Tweets_20190713.pdf,58657,99311,7/15/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/12/2019,7/15/2019,HarrisX,C,3003,rv,.06367301,0,47,53,42.83127,52.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQMxULzwQxKgbL7tTJh_rqGo1CGjjDNkB-Z14kRe9d4CM6h-m3H3xTF7auJig1lavFTUV0ikfJn2S44/pubhtml/sheet?headers=false&gid=0,58663,99318,7/15/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/14/2019,7/16/2019,YouGov,B,1500,a,.18698028,0,44,48,44.925418,49.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xj7rpmvws8/econTabReport.pdf,58677,99375,7/17/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/14/2019,7/15/2019,YouGov,B,1000,a,.12465352,0,43,50,43.925418,51.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sb6v1l7zdd/tabs_Trump_Tweets_20190714.pdf,58665,99329,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/14/2019,7/16/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12169848,0,50,48,44.590449,49.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58678,99381,7/17/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/13/2019,7/16/2019,HarrisX,C,3000,rv,.06361299,0,47,53,42.83127,52.319017,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQhoSdw_4uck1vHdPMew5Zcw28G3PidCmadPckg4yaMT8Iww_DU9sIgG7rYc-KtW0-UEjUqniJs-Rbr/pubhtml/sheet?headers=false&gid=0,58673,99369,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/15/2019,7/17/2019,Marist College,A+,1346,a,2.5049347,0,44,52,45.026765,52.855662,"","",http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,58707,99528,7/22/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/15/2019,7/17/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1221651,0,49,49,43.590449,50.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58686,99469,7/18/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/15/2019,7/16/2019,Ipsos,B-,1113,a,.31842577,0,41,55,42.17616,53.667619,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-07/2019_reuters_tracking_-_core_political_congressional_approval_tracker_07_17_2019.pdf,58674,99370,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/15/2019,7/16/2019,YouGov,B,1000,a,.12528121,0,41,53,41.925418,54.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7d89u7jzlm/tabs_Trump_Tweets_20190715.pdf,58675,99371,7/16/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/14/2019,7/17/2019,HarrisX,C,3003,rv,.06368027,0,46,54,41.83127,53.319017,"",T,https://docs.google.com/a/fivethirtyeight.com/spreadsheets/d/e/2PACX-1vRvQwslZNuO-PXkm_LDB57QCcSBdhfA8IEYGgGnGCDAD1KvzTCM4VdhShAL0rhl2eqfEBcaXcVP1d5x/pubhtml/sheet?headers=false&gid=0,58683,99464,7/17/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/16/2019,7/18/2019,Morning Consult,B/C,2201,a,.16165191,0,39,56,38.447003,57.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190722_crosstabs_SOBRIETY_Adults_v2_JB.pdf,58723,99635,7/23/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/16/2019,7/17/2019,YouGov,B,1000,a,.12594054,0,42,52,42.925418,53.83552,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5ixzcqz1wj/tabs_Trump_Tweets_20190716.pdf,58685,99466,7/18/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/16/2019,7/18/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12240081,0,50,48,44.590449,49.525743,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58696,99486,7/19/2019,19:37:32 30 Oct 2020
Donald Trump,All polls,10/30/2020,7/16/2019,7/18/2019,Morning Consult,B/C,2201,a,.16165191,0,42,53,41.447003,54.219806,"","",https://morningconsult.com/wp-content/uploads/2019/07/190724_crosstabs_ASCEND_Adults_v1_JB.pdf,58706,99527,7/22/2019,19:37:32 30 Oct 2020
